id,trade_biweek,biweek_start_value,biweek_last_value,earning1,earning2,earning,rtn_std,win_days,lose_days,win_rate,biggest_loss_day,biggest_loss,deltadays_with_hs300
8426,201504,1.2029,1.2121,0.00764818355641,-0.00230471643757,-0.00230471643757,0.00700107212208,5,3,0.625,2015-03-03,-0.00948332243296,-3 days +00:00:00.000000000
8426,201505,1.2261,1.2975,0.0582334230487,0.0704562329841,0.0704562329841,0.00606139016474,8,2,0.8,2015-03-12,-0.00461762799741,2 days 00:00:00.000000000
8426,201506,1.3191,1.3316,0.00947615798651,0.0262813102119,0.0262813102119,0.00862898418728,5,1,0.833333333333,2015-03-26,-0.00890718562874,-5 days +00:00:00.000000000
8430,201420,1.0111,1.0108,-0.000296706557215,,-0.000296706557215,0.00171270363819,4,3,0.571428571429,2014-10-13,-0.00454276120877,-4 days +00:00:00.000000000
8430,201421,1.0113,1.0245,0.0130525066746,0.0135536208943,0.0135536208943,0.00291570822159,7,3,0.7,2014-10-27,-0.0021754177791,0 days 00:00:00.000000000
8430,201422,1.0266,1.0452,0.0181180596143,0.0202049780381,0.0202049780381,0.00422512460404,6,4,0.6,2014-11-14,-0.00324241846271,1 days 00:00:00.000000000
8430,201423,1.0445,1.08,0.0339875538535,0.0332950631458,0.0332950631458,0.00503670609303,7,3,0.7,2014-11-19,-0.00402106270943,-1 days +00:00:00.000000000
8430,201424,1.0797,1.1086,0.0267666944522,0.0264814814815,0.0264814814815,0.0174906899757,5,5,0.5,2014-12-09,-0.0347727073662,0 days 00:00:00.000000000
8430,201425,1.1074,1.1224,0.0135452411053,0.0124481327801,0.0124481327801,0.00308975589738,6,4,0.6,2014-12-25,-0.00373632239125,1 days 00:00:00.000000000
8430,201426,1.1216,1.1218,0.000178316690442,-0.000534568781183,-0.000534568781183,0.000462984539718,2,1,0.666666666667,2014-12-29,0.0,0 days 00:00:00.000000000
8430,201500,1.1223,1.1235,0.00106923282545,0.00151542164379,0.00151542164379,0.000205133430321,5,0,1.0,2015-01-05,0.0,-4 days +00:00:00.000000000
8430,201501,1.1231,1.1218,-0.00115751046211,-0.00151312861593,-0.00151312861593,0.000281756718945,5,5,0.5,2015-01-23,-0.00115751046211,4 days 00:00:00.000000000
8430,201502,1.1217,1.1214,-0.000267451190158,-0.000356569798538,-0.000356569798538,4.60391199484e-05,6,4,0.6,2015-02-04,-0.000267451190158,-2 days +00:00:00.000000000
8430,201503,1.1213,1.121,-0.000267546597699,-0.00035669698591,-0.00035669698591,4.76720174216e-05,3,4,0.428571428571,2015-02-16,-0.000267546597699,7 days 00:00:00.000000000
8430,201504,1.1207,1.1204,-0.000267689836709,-0.000535236396075,-0.000535236396075,0.000103930464684,5,3,0.625,2015-03-06,-0.000267689836709,0 days 00:00:00.000000000
8430,201505,1.1203,1.12,-0.000267785414621,-0.00035701535166,-0.00035701535166,4.60966560075e-05,6,4,0.6,2015-03-19,-0.000267785414621,9 days 00:00:00.000000000
8430,201506,1.1199,1.1153,-0.00410750959907,-0.00419642857143,-0.00419642857143,0.00162641014187,3,3,0.5,2015-03-27,-0.00410750959907,-4 days +00:00:00.000000000
8540,201420,1.4224,1.384,-0.0269966254218,,-0.0269966254218,0.00363499002603,2,5,0.285714285714,2014-10-17,-0.027065026362,0 days 00:00:00.000000000
8540,201421,1.3912,1.4495,0.0419062679701,0.0473265895954,0.0473265895954,0.00695925400187,5,5,0.5,2014-10-27,-0.00725991949396,0 days 00:00:00.000000000
8540,201422,1.4506,1.4583,0.00530814835241,0.00607105898586,0.00607105898586,0.0088933175208,4,6,0.4,2014-11-14,-0.0125939467804,1 days 00:00:00.000000000
8540,201423,1.4557,1.5379,0.05646767878,0.0545841047795,0.0545841047795,0.00819209141351,7,3,0.7,2014-11-18,-0.0097547571615,-2 days +00:00:00.000000000
8540,201424,1.5218,1.6784,0.10290445525,0.0913583457962,0.0913583457962,0.0320715017086,6,4,0.6,2014-12-09,-0.0587530659974,0 days 00:00:00.000000000
8540,201425,1.6789,1.772,0.0554529751623,0.0557673975214,0.0557673975214,0.0172752346811,7,3,0.7,2014-12-24,-0.0373729835237,0 days 00:00:00.000000000
8540,201426,1.7772,1.8298,0.0295971190637,0.032618510158,0.032618510158,0.0110984060315,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
8540,201500,1.9002,1.8775,-0.0119461109357,0.0260684227784,0.0260684227784,0.0230139328895,3,2,0.6,2015-01-08,-0.0253772648948,-1 days +00:00:00.000000000
8540,201501,1.8679,1.9199,0.0278387493977,0.0225832223702,0.0225832223702,0.0249283932446,6,4,0.6,2015-01-19,-0.0587506453278,0 days 00:00:00.000000000
8540,201502,1.917,1.7753,-0.0739175795514,-0.0753164227304,-0.0753164227304,0.0107686941178,1,9,0.1,2015-02-06,-0.0739175795514,0 days 00:00:00.000000000
8540,201503,1.7833,1.8944,0.0623002299108,0.0670872528587,0.0670872528587,0.00484401495328,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
8540,201504,1.8867,1.884,-0.00143107012244,-0.00548986486486,-0.00548986486486,0.0127735716196,4,4,0.5,2015-03-06,-0.0303654143078,0 days 00:00:00.000000000
8540,201505,1.9139,2.062,0.0773812633889,0.0944798301486,0.0944798301486,0.0074445199254,9,1,0.9,2015-03-19,-0.00117428319796,9 days 00:00:00.000000000
8540,201506,2.0922,2.0761,-0.00769524902017,0.00683802133851,0.00683802133851,0.00770429375204,4,2,0.666666666667,2015-03-26,-0.00932033266418,-5 days +00:00:00.000000000
8550,201420,1.0706,1.0712,0.000560433401831,,0.000560433401831,0.000125607367366,6,1,0.857142857143,2014-10-17,-9.33445346775e-05,0 days 00:00:00.000000000
8550,201421,1.0712,1.0711,-9.33532486931e-05,-9.33532486931e-05,-9.33532486931e-05,0.000406659746354,8,2,0.8,2014-10-31,-0.000839552238806,4 days 00:00:00.000000000
8550,201422,1.0711,1.0725,0.0013070675007,0.0013070675007,0.0013070675007,0.000317838532685,9,1,0.9,2014-11-10,-0.000466592011945,-3 days +00:00:00.000000000
8550,201423,1.0725,1.0705,-0.0018648018648,-0.0018648018648,-0.0018648018648,0.000903286483823,6,4,0.6,2014-11-24,-0.00195804195804,4 days 00:00:00.000000000
8550,201424,1.0718,1.0494,-0.0208994215339,-0.0197104156936,-0.0197104156936,0.00819001947869,4,6,0.4,2014-12-11,-0.0259534883721,2 days 00:00:00.000000000
8550,201425,1.0482,1.0661,0.0170768937226,0.0159138555365,0.0159138555365,0.00460084196944,7,3,0.7,2014-12-18,-0.00845364741641,-6 days +00:00:00.000000000
8550,201426,1.0684,1.074,0.00524148259079,0.00741018666166,0.00741018666166,0.000326869714275,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
8550,201500,1.0708,1.062,-0.00821815465073,-0.0111731843575,-0.0111731843575,0.00992247414383,3,2,0.6,2015-01-09,-0.0190282652873,0 days 00:00:00.000000000
8550,201501,1.0747,1.0831,0.00781613473527,0.019868173258,0.019868173258,0.00385431520474,7,3,0.7,2015-01-20,-0.00213278931751,1 days 00:00:00.000000000
8550,201502,1.0858,1.078,-0.00718364339657,-0.00470870649063,-0.00470870649063,0.00171709246452,2,8,0.2,2015-02-03,-0.00930189721864,-3 days +00:00:00.000000000
8550,201503,1.0779,1.085,0.00658688189999,0.00649350649351,0.00649350649351,0.000690073744304,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
8550,201504,1.0933,1.0922,-0.00100612823562,0.00663594470046,0.00663594470046,0.00284626875154,5,3,0.625,2015-02-26,-0.00137199304857,-8 days +00:00:00.000000000
8550,201505,1.0913,1.0952,0.00357371941721,0.00274674967955,0.00274674967955,0.00139644204179,5,5,0.5,2015-03-19,-0.00164143716943,9 days 00:00:00.000000000
8550,201506,1.0937,1.093,-0.00064002925848,-0.00200876552228,-0.00200876552228,0.000462350483292,3,5,0.375,2015-03-30,-0.00064002925848,-1 days +00:00:00.000000000
8626,201420,1.4735,1.4314,-0.0285714285714,,-0.0285714285714,0.00886136517239,3,4,0.428571428571,2014-10-17,-0.0312669193286,0 days 00:00:00.000000000
8626,201421,1.4657,1.4723,0.00450296786518,0.0285734246193,0.0285734246193,0.0122468795203,4,6,0.4,2014-10-24,-0.0251756839735,-3 days +00:00:00.000000000
8626,201422,1.4965,1.4584,-0.025459405279,-0.00944101066359,-0.00944101066359,0.0128663077407,5,5,0.5,2014-11-11,-0.0359505512863,-2 days +00:00:00.000000000
8626,201423,1.4794,1.5303,0.0344058402055,0.049300603401,0.049300603401,0.00673952075173,8,2,0.8,2014-11-28,-0.0053945144937,8 days 00:00:00.000000000
8626,201424,1.5082,1.4857,-0.0149184458295,-0.0291446121675,-0.0291446121675,0.0160250028827,6,4,0.6,2014-12-09,-0.0475875306109,0 days 00:00:00.000000000
8626,201425,1.5009,1.4256,-0.0501698980612,-0.0404523120415,-0.0404523120415,0.0132628501397,4,6,0.4,2014-12-23,-0.0720900792858,-1 days +00:00:00.000000000
8626,201426,1.3958,1.373,-0.016334718441,-0.0368967452301,-0.0368967452301,0.0139645632298,1,2,0.333333333333,2014-12-30,-0.0199885370397,1 days 00:00:00.000000000
8626,201500,1.3805,1.3796,-0.000651937703731,0.00480699198835,0.00480699198835,0.0096410601021,2,3,0.4,2015-01-09,-0.015766569166,0 days 00:00:00.000000000
8626,201501,1.3713,1.418,0.0340552760155,0.0278341548275,0.0278341548275,0.0124293335755,6,4,0.6,2015-01-19,-0.0187810318774,0 days 00:00:00.000000000
8626,201502,1.4411,1.4137,-0.0190132537645,-0.00303244005642,-0.00303244005642,0.00912585617057,4,6,0.4,2015-02-06,-0.0271144449797,0 days 00:00:00.000000000
8626,201503,1.4172,1.5132,0.0677392040644,0.0703826837377,0.0703826837377,0.00709486391877,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
8626,201504,1.5135,1.5577,0.0292038321771,0.029407877346,0.029407877346,0.00706950283779,5,3,0.625,2015-03-03,-0.00488557469787,-3 days +00:00:00.000000000
8626,201505,1.5729,1.6479,0.0476826244516,0.0579058868845,0.0579058868845,0.00552756282635,10,0,1.0,2015-03-09,0.0,-1 days +00:00:00.000000000
8626,201506,1.6729,1.6876,0.00878713611095,0.024091267674,0.024091267674,0.00731275153091,5,1,0.833333333333,2015-03-26,-0.00603657453986,-5 days +00:00:00.000000000
8719,201420,1.096,1.109,0.0118613138686,,0.0118613138686,0.0049291793182,4,3,0.571428571429,2014-10-14,-0.00631768953069,-3 days +00:00:00.000000000
8719,201421,1.119,1.117,-0.0017873100983,0.00721370604148,0.00721370604148,0.00767027732959,7,5,0.583333333333,2014-10-24,-0.0241286863271,-3 days +00:00:00.000000000
8719,201422,1.116,1.109,-0.00627240143369,-0.00716204118174,-0.00716204118174,0.00542578049542,5,5,0.5,2014-11-07,-0.0116487455197,-6 days +00:00:00.000000000
8719,201423,1.101,1.175,0.0672116257947,0.0595130748422,0.0595130748422,0.00868148668332,9,2,0.818181818182,2014-11-18,-0.00908265213442,-2 days +00:00:00.000000000
8719,201424,1.175,1.221,0.0391489361702,0.0391489361702,0.0391489361702,0.0243335743668,8,3,0.727272727273,2014-12-09,-0.0555555555556,0 days 00:00:00.000000000
8719,201425,1.229,1.297,0.0553295362083,0.0622440622441,0.0622440622441,0.0150141440002,5,5,0.5,2014-12-24,-0.0292259083728,0 days 00:00:00.000000000
8719,201426,1.317,1.347,0.0227790432802,0.0385505011565,0.0385505011565,0.0138895680315,2,1,0.666666666667,2014-12-30,-0.00227790432802,1 days 00:00:00.000000000
8719,201500,1.378,1.357,-0.0152394775036,0.00742390497402,0.00742390497402,0.0147116851223,3,2,0.6,2015-01-08,-0.0180897250362,-1 days +00:00:00.000000000
8719,201501,1.355,1.408,0.0391143911439,0.0375829034635,0.0375829034635,0.023978828438,7,3,0.7,2015-01-19,-0.0536480686695,0 days 00:00:00.000000000
8719,201502,1.421,1.357,-0.0450387051372,-0.0362215909091,-0.0362215909091,0.00710939802752,2,8,0.2,2015-02-06,-0.0450387051372,0 days 00:00:00.000000000
8719,201503,1.357,1.396,0.0287398673545,0.0287398673545,0.0287398673545,0.00241125097592,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
8719,201504,1.39,1.39,0.0,-0.00429799426934,-0.00429799426934,0.00659191403646,4,4,0.5,2015-03-06,-0.013484740951,0 days 00:00:00.000000000
8719,201505,1.399,1.451,0.0371694067191,0.0438848920863,0.0438848920863,0.00380777472486,9,1,0.9,2015-03-19,-0.00275862068966,9 days 00:00:00.000000000
8719,201506,1.469,1.463,-0.00408441116406,0.00827015851137,0.00827015851137,0.00602446220112,3,3,0.5,2015-03-26,-0.0074880871341,-5 days +00:00:00.000000000
8740,201420,1.116,1.117,0.00089605734767,,0.00089605734767,0.000338677843198,7,0,1.0,2014-10-08,0.0,-9 days +00:00:00.000000000
8740,201421,1.118,1.12,0.00178890876565,0.00268576544315,0.00268576544315,0.000432062909847,10,0,1.0,2014-10-20,0.0,-7 days +00:00:00.000000000
8740,201422,1.12,1.121,0.000892857142857,0.000892857142857,0.000892857142857,0.000282346219658,10,0,1.0,2014-11-03,0.0,-10 days +00:00:00.000000000
8740,201423,1.122,1.124,0.0017825311943,0.00267618198037,0.00267618198037,0.000430522575816,10,0,1.0,2014-11-17,0.0,-3 days +00:00:00.000000000
8740,201424,1.124,1.126,0.0017793594306,0.0017793594306,0.0017793594306,0.000374955230606,10,0,1.0,2014-12-01,0.0,-8 days +00:00:00.000000000
8740,201425,1.127,1.128,0.000887311446317,0.00177619893428,0.00177619893428,0.000374289530702,10,0,1.0,2014-12-15,0.0,-9 days +00:00:00.000000000
8740,201426,1.129,1.129,0.0,0.000886524822695,0.000886524822695,0.000511835345026,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
8740,201500,1.13,1.13,0.0,0.00088573959256,0.00088573959256,0.000396114787865,5,0,1.0,2015-01-05,0.0,-4 days +00:00:00.000000000
8740,201501,1.131,1.133,0.00176834659593,0.00265486725664,0.00265486725664,0.000427096660578,10,0,1.0,2015-01-12,0.0,-7 days +00:00:00.000000000
8740,201502,1.133,1.135,0.0017652250662,0.0017652250662,0.0017652250662,0.000371978080877,10,0,1.0,2015-01-26,0.0,-11 days +00:00:00.000000000
8740,201503,1.135,1.136,0.000881057268722,0.000881057268722,0.000881057268722,0.000333008346264,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
8740,201504,1.137,1.139,0.00175901495163,0.00264084507042,0.00264084507042,0.000455188786207,8,0,1.0,2015-02-25,0.0,-9 days +00:00:00.000000000
8740,201505,1.139,1.141,0.0017559262511,0.0017559262511,0.0017559262511,0.000370019441223,10,0,1.0,2015-03-09,0.0,-1 days +00:00:00.000000000
8740,201506,1.141,1.142,0.000876424189308,0.000876424189308,0.000876424189308,0.000357798677006,6,0,1.0,2015-03-23,0.0,-8 days +00:00:00.000000000
8756,201420,1.1963,1.1921,-0.00351082504389,,-0.00351082504389,0.00292545626288,3,4,0.428571428571,2014-10-17,-0.00774096886965,0 days 00:00:00.000000000
8756,201421,1.1987,1.2097,0.00917660799199,0.0147638620921,0.0147638620921,0.00320374746131,7,3,0.7,2014-10-23,-0.00641934139225,-4 days +00:00:00.000000000
8756,201422,1.2106,1.2031,-0.00619527507021,-0.00545589815657,-0.00545589815657,0.00385594757044,5,5,0.5,2014-11-14,-0.00938657883903,1 days 00:00:00.000000000
8756,201423,1.2062,1.2258,0.0162493782126,0.0188679245283,0.0188679245283,0.0129495929434,7,3,0.7,2014-11-20,-0.0255667714711,0 days 00:00:00.000000000
8756,201424,1.2264,1.2625,0.0294357469015,0.0299396312612,0.0299396312612,0.00768795641541,7,3,0.7,2014-12-09,-0.0141180203046,0 days 00:00:00.000000000
8756,201425,1.264,1.2651,0.000870253164557,0.00205940594059,0.00205940594059,0.00322334986232,7,3,0.7,2014-12-23,-0.0106399747793,-1 days +00:00:00.000000000
8756,201426,1.2642,1.2647,0.000395507040025,-0.000316180539088,-0.000316180539088,0.000792314619086,1,2,0.333333333333,2014-12-30,-0.000395507040025,1 days 00:00:00.000000000
8756,201500,1.2741,1.2661,-0.00627894199827,0.00110698189294,0.00110698189294,0.00493565353054,2,3,0.4,2015-01-09,-0.0066687588263,0 days 00:00:00.000000000
8756,201501,1.2589,1.2751,0.0128683771547,0.00710844325093,0.00710844325093,0.00529768464759,7,3,0.7,2015-01-19,-0.0106037825433,0 days 00:00:00.000000000
8756,201502,1.2817,1.2683,-0.0104548646329,-0.00533291506548,-0.00533291506548,0.0037384250673,5,5,0.5,2015-01-29,-0.0111570570336,-8 days +00:00:00.000000000
8756,201503,1.2679,1.2918,0.01885006704,0.0185287392573,0.0185287392573,0.00254629938372,5,2,0.714285714286,2015-02-12,-0.000703729767769,3 days 00:00:00.000000000
8756,201504,1.2953,1.304,0.00671659075118,0.00944418640656,0.00944418640656,0.00180384939181,6,2,0.75,2015-03-03,-0.00253612050415,-3 days +00:00:00.000000000
8756,201505,1.3113,1.3341,0.0173873255548,0.0230828220859,0.0230828220859,0.00218844804748,9,1,0.9,2015-03-11,-0.00190548780488,1 days 00:00:00.000000000
8756,201506,1.3383,1.3412,0.00216692819248,0.00532193988457,0.00532193988457,0.00229622710799,4,2,0.666666666667,2015-03-24,-0.00179331988343,-7 days +00:00:00.000000000
8761,201420,1.0783,1.0647,-0.0126124455161,,-0.0126124455161,0.00542649158264,2,5,0.285714285714,2014-10-17,-0.0181667281446,0 days 00:00:00.000000000
8761,201421,1.0691,1.093,0.0223552520812,0.0265802573495,0.0265802573495,0.00620167851615,5,5,0.5,2014-10-23,-0.00757646618651,-4 days +00:00:00.000000000
8761,201422,1.1016,1.0709,-0.0278685548293,-0.02021957914,-0.02021957914,0.0106559688858,4,6,0.4,2014-11-14,-0.0328727535447,1 days 00:00:00.000000000
8761,201423,1.0787,1.1205,0.0387503476407,0.0463161826501,0.0463161826501,0.00462165776924,8,2,0.8,2014-11-20,-0.00333611342786,0 days 00:00:00.000000000
8761,201424,1.1231,1.1478,0.0219926987802,0.0243641231593,0.0243641231593,0.0119135222051,7,3,0.7,2014-12-05,-0.0247984045782,-4 days +00:00:00.000000000
8761,201425,1.1529,1.1543,0.00121432908318,0.00566300749259,0.00566300749259,0.00913750874077,4,6,0.4,2014-12-23,-0.0314858183711,-1 days +00:00:00.000000000
8761,201426,1.1756,1.1815,0.00501871384825,0.0235640648012,0.0235640648012,0.0139226882563,2,1,0.666666666667,2014-12-30,-0.00791085403198,1 days 00:00:00.000000000
8761,201500,1.2151,1.1837,-0.0258414945272,0.00186203977994,0.00186203977994,0.0169823972753,2,3,0.4,2015-01-09,-0.0258414945272,0 days 00:00:00.000000000
8761,201501,1.1693,1.215,0.0390832121782,0.0264425107713,0.0264425107713,0.015989856009,6,4,0.6,2015-01-19,-0.023107503727,0 days 00:00:00.000000000
8761,201502,1.2184,1.1951,-0.0191234405778,-0.016378600823,-0.016378600823,0.00612537582651,4,6,0.4,2015-02-02,-0.0238309720744,-4 days +00:00:00.000000000
8761,201503,1.1929,1.2378,0.0376393662503,0.0357292276797,0.0357292276797,0.0052348507265,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
8761,201504,1.2353,1.2563,0.016999919048,0.0149458717079,0.0149458717079,0.00480370329958,5,3,0.625,2015-03-03,-0.00376602564103,-3 days +00:00:00.000000000
8761,201505,1.2649,1.3227,0.0456953118824,0.0528536177665,0.0528536177665,0.00550854494306,9,1,0.9,2015-03-11,-0.00299992105471,1 days 00:00:00.000000000
8761,201506,1.3444,1.3485,0.00304968759298,0.0195055568156,0.0195055568156,0.00684632610122,5,1,0.833333333333,2015-03-25,-0.003264337117,-6 days +00:00:00.000000000
8787,201420,1.0469,1.0477,0.00076416085586,,0.00076416085586,0.000547343608686,5,2,0.714285714286,2014-10-13,-0.00114624128379,-4 days +00:00:00.000000000
8787,201421,1.0483,1.0531,0.00457884193456,0.00515414717954,0.00515414717954,0.00117909641396,6,4,0.6,2014-10-27,-0.00209863588667,0 days 00:00:00.000000000
8787,201422,1.052,1.0602,0.00779467680608,0.00674199981008,0.00674199981008,0.0021415379535,6,4,0.6,2014-11-13,-0.00179177668804,0 days 00:00:00.000000000
8787,201423,1.0581,1.0713,0.0124751913808,0.0104697226938,0.0104697226938,0.00305941849571,6,4,0.6,2014-11-20,-0.00311879784519,0 days 00:00:00.000000000
8787,201424,1.0725,1.088,0.0144522144522,0.0155885372911,0.0155885372911,0.00860458782921,6,4,0.6,2014-12-12,-0.0178732623217,3 days 00:00:00.000000000
8787,201425,1.0845,1.1162,0.0292300599355,0.0259191176471,0.0259191176471,0.00829368224614,6,4,0.6,2014-12-24,-0.0175955698464,0 days 00:00:00.000000000
8787,201426,1.1157,1.1244,0.00779779510621,0.00734635370005,0.00734635370005,0.00255195903686,2,1,0.666666666667,2014-12-29,0.0,0 days 00:00:00.000000000
8787,201500,1.1305,1.1258,-0.00415745245467,0.00124510850231,0.00124510850231,0.00400828491145,3,2,0.6,2015-01-08,-0.0072425366543,-1 days +00:00:00.000000000
8787,201501,1.1242,1.1232,-0.000889521437467,-0.00230946882217,-0.00230946882217,0.00277244172031,6,4,0.6,2015-01-19,-0.00743297053358,0 days 00:00:00.000000000
8787,201502,1.1239,1.1194,-0.00400391493905,-0.00338319088319,-0.00338319088319,0.000774506778266,3,7,0.3,2015-02-06,-0.00400391493905,0 days 00:00:00.000000000
8787,201503,1.1203,1.1261,0.00517718468267,0.00598534929426,0.00598534929426,0.000421403732132,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
8787,201504,1.1248,1.124,-0.000711237553343,-0.00186484326436,-0.00186484326436,0.00138192981179,4,4,0.5,2015-03-05,-0.00345836658686,-1 days +00:00:00.000000000
8787,201505,1.1261,1.1364,0.0091466122014,0.0110320284698,0.0110320284698,0.00114850919837,8,2,0.8,2015-03-10,-0.00079921854187,0 days 00:00:00.000000000
8787,201506,1.1381,1.1373,-0.00070292592918,0.000791974656811,0.000791974656811,0.000941772832192,4,2,0.666666666667,2015-03-25,-0.00149371759951,-6 days +00:00:00.000000000
8951,201420,1.0788,1.0797,0.00083426028921,,0.00083426028921,0.00115173854995,3,4,0.428571428571,2014-10-17,-0.00240229141643,0 days 00:00:00.000000000
8951,201421,1.0811,1.0799,-0.00110998057534,0.000185236639807,0.000185236639807,0.00094980519774,6,4,0.6,2014-10-23,-0.00240495791324,-4 days +00:00:00.000000000
8951,201422,1.0805,1.0926,0.0111985192041,0.0117603481804,0.0117603481804,0.00119038301661,10,0,1.0,2014-11-03,0.0,-10 days +00:00:00.000000000
8951,201423,1.0933,1.1104,0.0156407207537,0.0162914149735,0.0162914149735,0.004585813782,8,2,0.8,2014-11-25,-0.00683558148013,5 days 00:00:00.000000000
8951,201424,1.1103,1.0598,-0.045483202738,-0.0455691642651,-0.0455691642651,0.0103062861536,3,7,0.3,2014-12-09,-0.0634062865892,0 days 00:00:00.000000000
8951,201425,1.0605,1.0502,-0.00971239981141,-0.00905831288922,-0.00905831288922,0.00970784122443,7,3,0.7,2014-12-18,-0.0310910118711,-6 days +00:00:00.000000000
8951,201426,1.0518,1.045,-0.00646510743487,-0.00495143782137,-0.00495143782137,0.00345506297693,1,2,0.333333333333,2014-12-31,-0.00646510743487,2 days 00:00:00.000000000
8951,201500,1.0341,1.0451,0.0106372691229,9.56937799044e-05,9.56937799044e-05,0.00673357077949,3,2,0.6,2015-01-08,-0.00200899263369,-1 days +00:00:00.000000000
8951,201501,1.0444,1.0755,0.0297778628878,0.0290881255382,0.0290881255382,0.0119097736318,5,5,0.5,2015-01-16,-0.0102798400914,-3 days +00:00:00.000000000
8951,201502,1.0793,1.1126,0.0308533308626,0.0344955834496,0.0344955834496,0.0045975783169,8,2,0.8,2015-02-04,-0.00762263474128,-2 days +00:00:00.000000000
8951,201503,1.1068,1.1131,0.00569208529093,0.000449397806939,0.000449397806939,0.00405616104861,4,3,0.571428571429,2015-02-11,-0.00677629201301,2 days 00:00:00.000000000
8951,201504,1.1277,1.1527,0.0221690165824,0.0355763183901,0.0355763183901,0.00636421976565,7,1,0.875,2015-02-26,-0.00718276137271,-8 days +00:00:00.000000000
8951,201505,1.1491,1.1647,0.0135758419633,0.0104103409387,0.0104103409387,0.00381108556347,7,3,0.7,2015-03-12,-0.00725952813067,2 days 00:00:00.000000000
8951,201506,1.1696,1.1936,0.0205198358413,0.0248132566326,0.0248132566326,0.00438363632059,7,1,0.875,2015-03-30,-0.00386165211551,-1 days +00:00:00.000000000
8987,201420,1.4021,1.405,0.00206832608231,,0.00206832608231,0.00569666340332,4,3,0.571428571429,2014-10-17,-0.0128574439682,0 days 00:00:00.000000000
8987,201421,1.4048,1.4133,0.0060506833713,0.00590747330961,0.00590747330961,0.00364094714785,5,5,0.5,2014-10-31,-0.00632777894959,4 days 00:00:00.000000000
8987,201422,1.4149,1.4012,-0.00968266308573,-0.00856152267742,-0.00856152267742,0.00434061142237,6,4,0.6,2014-11-13,-0.0160859792076,0 days 00:00:00.000000000
8987,201423,1.4023,1.4162,0.00991228695714,0.0107051099058,0.0107051099058,0.0022111156196,7,3,0.7,2014-11-28,-0.00281650471765,8 days 00:00:00.000000000
8987,201424,1.406,1.4048,-0.000853485064011,-0.00804971049287,-0.00804971049287,0.00681368929514,5,5,0.5,2014-12-09,-0.0210875238028,0 days 00:00:00.000000000
8987,201425,1.4038,1.3437,-0.042812366434,-0.0434937357631,-0.0434937357631,0.00747578096056,2,8,0.2,2014-12-23,-0.0523578857387,-1 days +00:00:00.000000000
8987,201426,1.338,1.3355,-0.00186846038864,-0.00610255265312,-0.00610255265312,0.00327260669862,1,2,0.333333333333,2014-12-30,-0.00358744394619,1 days 00:00:00.000000000
8987,201500,1.3362,1.338,0.00134710372699,0.00187195806814,0.00187195806814,0.00419553220423,2,3,0.4,2015-01-09,-0.00594353640416,0 days 00:00:00.000000000
8987,201501,1.3299,1.3644,0.0259418001353,0.019730941704,0.019730941704,0.00672931178882,6,4,0.6,2015-01-19,-0.00417598806861,0 days 00:00:00.000000000
8987,201502,1.3672,1.3444,-0.0166764189585,-0.0146584579302,-0.0146584579302,0.00267839527609,3,7,0.3,2015-02-06,-0.0166764189585,0 days 00:00:00.000000000
8987,201503,1.3402,1.3683,0.0209670198478,0.0177774471883,0.0177774471883,0.00362711224644,5,2,0.714285714286,2015-02-17,-0.000146145414688,8 days 00:00:00.000000000
8987,201504,1.3691,1.388,0.0138046892119,0.0143974274647,0.0143974274647,0.0038352436483,6,2,0.75,2015-03-06,-0.0030168079299,0 days 00:00:00.000000000
8987,201505,1.4057,1.4697,0.0455289179768,0.0588616714697,0.0588616714697,0.0061873780225,8,2,0.8,2015-03-12,-0.00281928390189,2 days 00:00:00.000000000
8987,201506,1.4813,1.4921,0.00729089313441,0.0152412056882,0.0152412056882,0.00489876240632,4,2,0.666666666667,2015-03-24,-0.0012826571255,-7 days +00:00:00.000000000
9053,201420,6.6466,5.7554,-0.134083591611,,-0.134083591611,0.0316963200457,3,4,0.428571428571,2014-10-16,-0.138115728342,-1 days +00:00:00.000000000
9053,201421,6.2906,4.9382,-0.214987441579,-0.141988393509,-0.141988393509,0.0885198808657,6,4,0.6,2014-10-24,-0.337503576765,-3 days +00:00:00.000000000
9053,201422,4.9314,6.8457,0.388185910695,0.386274350978,0.386274350978,0.114053842999,6,4,0.6,2014-11-11,-0.100732076982,-2 days +00:00:00.000000000
9053,201423,7.4079,6.2943,-0.150326003321,-0.0805469126605,-0.0805469126605,0.0467573976737,6,4,0.6,2014-11-28,-0.150326003321,8 days 00:00:00.000000000
9053,201424,6.5242,12.1077,0.855813739616,0.923597540632,0.923597540632,0.161248563986,6,4,0.6,2014-12-09,-0.134811164234,0 days 00:00:00.000000000
