id,trade_biweek,biweek_start_value,biweek_last_value,earning1,earning2,earning,rtn_std,win_days,lose_days,win_rate,biggest_loss_day,biggest_loss,deltadays_with_hs300
62,201425,3.2036,3.2138,0.00318391809215,0.0104700518786,0.0104700518786,0.00724174620363,6,4,0.6,2014-12-24,-0.0217553455992,0 days 00:00:00.000000000
62,201426,3.2044,3.2214,0.00530520534265,0.00236480179227,0.00236480179227,0.00797882867506,1,2,0.333333333333,2014-12-30,-0.00461864935713,1 days 00:00:00.000000000
62,201500,3.2422,3.2338,-0.00259083338474,0.00384925808655,0.00384925808655,0.00577568548691,2,3,0.4,2015-01-09,-0.00973787359138,0 days 00:00:00.000000000
62,201501,3.2258,3.2896,0.0197780395561,0.0172552415115,0.0172552415115,0.00967320152698,6,4,0.6,2015-01-19,-0.0170398923152,0 days 00:00:00.000000000
62,201502,3.3138,3.2906,-0.00700102601243,0.000303988326848,0.000303988326848,0.00745955406148,5,5,0.5,2015-01-30,-0.0189079395424,-7 days +00:00:00.000000000
62,201503,3.2694,3.3903,0.03697926225,0.030298425819,0.030298425819,0.00545307605247,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
62,201504,3.3639,3.3952,0.00930467611998,0.00144529982597,0.00144529982597,0.00931353490642,4,4,0.5,2015-03-06,-0.0149132478384,0 days 00:00:00.000000000
62,201505,3.407,3.5401,0.0390666275316,0.0426778982092,0.0426778982092,0.00508956313515,8,2,0.8,2015-03-12,-0.00586758524054,2 days 00:00:00.000000000
62,201506,3.5802,3.622,0.0116753254008,0.023134939691,0.023134939691,0.00460838914439,5,1,0.833333333333,2015-03-26,-0.000749958335648,-5 days +00:00:00.000000000
63,201420,2.5728,2.5494,-0.00909514925373,,-0.00909514925373,0.00212345302051,1,6,0.142857142857,2014-10-17,-0.00909514925373,0 days 00:00:00.000000000
63,201421,2.5574,2.5732,0.00617814968327,0.00933552992861,0.00933552992861,0.00282001391091,7,3,0.7,2014-10-23,-0.00762493157113,-4 days +00:00:00.000000000
63,201422,2.5787,2.5689,-0.00380036452476,-0.00167107103995,-0.00167107103995,0.00343716915544,4,6,0.4,2014-11-11,-0.00580562758834,-2 days +00:00:00.000000000
63,201423,2.5655,2.6421,0.0298577275385,0.0284946864417,0.0284946864417,0.00374376511198,7,3,0.7,2014-11-19,-0.00397583317092,-1 days +00:00:00.000000000
63,201424,2.6398,2.7591,0.0451928176377,0.044282956739,0.044282956739,0.0117503171311,7,3,0.7,2014-12-09,-0.0187806888642,0 days 00:00:00.000000000
63,201425,2.7739,2.8287,0.019755578788,0.025225617049,0.025225617049,0.0071261582566,6,4,0.6,2014-12-24,-0.0182377266462,0 days 00:00:00.000000000
63,201426,2.8272,2.8361,0.0031479909451,0.00261604270513,0.00261604270513,0.00571759029944,1,2,0.333333333333,2014-12-30,-0.00399688737974,1 days 00:00:00.000000000
63,201500,2.8656,2.8383,-0.00952680067002,0.000775713127181,0.000775713127181,0.00670667922002,2,3,0.4,2015-01-09,-0.0112864458146,0 days 00:00:00.000000000
63,201501,2.8358,2.8709,0.0123774596234,0.0114857485114,0.0114857485114,0.00900974411472,6,4,0.6,2015-01-19,-0.019801635636,0 days 00:00:00.000000000
63,201502,2.8793,2.8324,-0.0162886812767,-0.0134104287854,-0.0134104287854,0.00399134367274,3,7,0.3,2015-02-06,-0.0175170834923,0 days 00:00:00.000000000
63,201503,2.8326,2.8951,0.0220645343501,0.0221367038554,0.0221367038554,0.00202924334384,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
63,201504,2.8842,2.8799,-0.00149088135358,-0.00525025042313,-0.00525025042313,0.00440816525483,4,4,0.5,2015-03-06,-0.0093564032885,0 days 00:00:00.000000000
63,201505,2.8899,2.9549,0.0224921277553,0.0260425709226,0.0260425709226,0.00269251390661,9,1,0.9,2015-03-11,-0.00165745856354,1 days 00:00:00.000000000
63,201506,2.9773,2.9958,0.00621368353878,0.0138414159532,0.0138414159532,0.004835418846,4,1,0.8,2015-03-26,-0.00532800532801,-5 days +00:00:00.000000000
101,201420,1.4284,1.4311,0.00189022682722,,0.00189022682722,0.000313978509374,6,1,0.857142857143,2014-10-10,-0.000139977603583,-7 days +00:00:00.000000000
101,201421,1.4325,1.4381,0.0039092495637,0.00489134232409,0.00489134232409,0.000362240707418,10,0,1.0,2014-10-20,0.0,-7 days +00:00:00.000000000
101,201422,1.4388,1.4478,0.00625521267723,0.00674501077811,0.00674501077811,0.000555754531142,8,2,0.8,2014-11-14,-0.000552257351926,1 days 00:00:00.000000000
101,201423,1.4466,1.4477,0.00076040370524,-6.90703135792e-05,-6.90703135792e-05,0.00119236719894,4,6,0.4,2014-11-24,-0.00241946633485,4 days 00:00:00.000000000
101,201424,1.4478,1.4352,-0.00870285951098,-0.00863438557712,-0.00863438557712,0.00156900195703,3,7,0.3,2014-12-11,-0.00904758615927,2 days 00:00:00.000000000
101,201425,1.4354,1.4364,0.000696669917793,0.000836120401338,0.000836120401338,0.000169959449428,8,2,0.8,2014-12-18,-0.000278570931123,-6 days +00:00:00.000000000
101,201426,1.437,1.4377,0.000487125956855,0.000905040378725,0.000905040378725,0.000106401106461,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
101,201500,1.4387,1.4394,0.000486550357962,0.00118244418168,0.00118244418168,0.000272086537283,5,0,1.0,2015-01-05,0.0,-4 days +00:00:00.000000000
101,201501,1.4397,1.4457,0.0041675349031,0.00437682367653,0.00437682367653,0.000592972698521,9,1,0.9,2015-01-16,-0.000347101700798,-3 days +00:00:00.000000000
101,201502,1.4458,1.4465,0.000484161018121,0.000553365151829,0.000553365151829,0.00028384646644,6,4,0.6,2015-02-03,-0.000760508849557,-3 days +00:00:00.000000000
101,201503,1.4463,1.4498,0.0024199681947,0.00228136882129,0.00228136882129,0.000221026151225,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
101,201504,1.4499,1.4518,0.00131043520243,0.00137950062078,0.00137950062078,0.000323289621025,7,1,0.875,2015-03-04,-0.000344305192122,-2 days +00:00:00.000000000
101,201505,1.451,1.4535,0.00172294968987,0.00117096018735,0.00117096018735,0.000329637117645,7,3,0.7,2015-03-11,-0.000206753962784,1 days 00:00:00.000000000
101,201506,1.4536,1.4536,0.0,6.87994496045e-05,6.87994496045e-05,0.000255226992691,3,3,0.5,2015-03-27,-0.000481331224644,-4 days +00:00:00.000000000
108,201420,2.118,2.1127,-0.00250236071766,,-0.00250236071766,0.0024282564345,3,4,0.428571428571,2014-10-17,-0.00611563249753,0 days 00:00:00.000000000
108,201421,2.1081,2.1182,0.00479104406812,0.00260330382922,0.00260330382922,0.00338164087595,5,5,0.5,2014-10-27,-0.0100752093089,0 days 00:00:00.000000000
108,201422,2.1166,2.1055,-0.00524425966172,-0.00599565668964,-0.00599565668964,0.0029866403077,4,6,0.4,2014-11-12,-0.00750247723305,-1 days +00:00:00.000000000
108,201423,2.1056,2.1529,0.0224639057751,0.0225124673474,0.0225124673474,0.0019898316173,9,1,0.9,2014-11-21,-0.000662157688124,1 days 00:00:00.000000000
108,201424,2.1559,2.1876,0.014703835985,0.0161177946026,0.0161177946026,0.00807716873396,7,3,0.7,2014-12-10,-0.0157376151811,1 days 00:00:00.000000000
108,201425,2.1945,2.1856,-0.00405559352928,-0.000914243920278,-0.000914243920278,0.00471747053487,4,6,0.4,2014-12-25,-0.0184423450707,1 days 00:00:00.000000000
108,201426,2.195,2.1839,-0.0050569476082,-0.000777818448023,-0.000777818448023,0.0041257068464,1,2,0.333333333333,2014-12-31,-0.0050569476082,2 days 00:00:00.000000000
108,201500,2.1981,2.2131,0.00682407533779,0.0133705755758,0.0133705755758,0.00588750207961,3,2,0.6,2015-01-09,-0.00512474713419,0 days 00:00:00.000000000
108,201501,2.2071,2.2466,0.0178967876399,0.0151371379513,0.0151371379513,0.00751733825285,6,4,0.6,2015-01-20,-0.0148208030181,1 days 00:00:00.000000000
108,201502,2.2391,2.2266,-0.00558260015185,-0.00890234131577,-0.00890234131577,0.00384413033829,3,7,0.3,2015-02-02,-0.0140450686697,-4 days +00:00:00.000000000
108,201503,2.2126,2.2759,0.028608876435,0.0221413814785,0.0221413814785,0.00524616244191,5,2,0.714285714286,2015-02-10,-0.00194341498689,1 days 00:00:00.000000000
108,201504,2.2819,2.3097,0.0121828300977,0.0148512676304,0.0148512676304,0.00557357808343,5,3,0.625,2015-02-26,-0.00784434024278,-8 days +00:00:00.000000000
108,201505,2.2941,2.4069,0.049169608997,0.0420833874529,0.0420833874529,0.00518765139677,8,2,0.8,2015-03-13,-0.00017259978425,3 days 00:00:00.000000000
108,201506,2.4244,2.4525,0.0115904966177,0.0189455315967,0.0189455315967,0.00470790756858,5,1,0.833333333333,2015-03-27,-0.00385865150284,-4 days +00:00:00.000000000
167,201420,2.3597,2.3089,-0.0215281603594,,-0.0215281603594,0.00604255686459,2,5,0.285714285714,2014-10-17,-0.0221911658832,0 days 00:00:00.000000000
167,201421,2.3323,2.3334,0.000471637439438,0.0106111135173,0.0106111135173,0.00938368378875,6,4,0.6,2014-10-23,-0.0288556360674,-4 days +00:00:00.000000000
167,201422,2.3563,2.3391,-0.00729957984976,0.00244278734893,0.00244278734893,0.0106180129091,5,5,0.5,2014-11-11,-0.0185613872638,-2 days +00:00:00.000000000
167,201423,2.3496,2.5587,0.0889938712972,0.0938822624086,0.0938822624086,0.00948316409941,9,1,0.9,2014-11-19,-0.00331393125717,-1 days +00:00:00.000000000
167,201424,2.5585,2.7562,0.0772718389681,0.0771876343456,0.0771876343456,0.0201194588545,7,3,0.7,2014-12-09,-0.0373238679144,0 days 00:00:00.000000000
167,201425,2.799,2.7857,-0.00475169703466,0.0107031420071,0.0107031420071,0.0162399946876,5,5,0.5,2014-12-24,-0.0602308499475,0 days 00:00:00.000000000
167,201426,2.7351,2.7374,0.00084091989324,-0.0173385504541,-0.0173385504541,0.0161599780383,1,2,0.333333333333,2014-12-30,-0.0115535080984,1 days 00:00:00.000000000
167,201500,2.8097,2.8485,0.0138093034844,0.0405859574779,0.0405859574779,0.0140619775147,3,2,0.6,2015-01-09,-0.00762959866221,0 days 00:00:00.000000000
167,201501,2.8978,2.9849,0.0300572848368,0.0478848516763,0.0478848516763,0.0197411763387,7,3,0.7,2015-01-19,-0.0333322155528,0 days 00:00:00.000000000
167,201502,3.0744,3.0739,-0.000162633359355,0.0298167442795,0.0298167442795,0.0188337936291,6,4,0.6,2015-01-30,-0.0385256410256,-7 days +00:00:00.000000000
167,201503,3.0564,3.4703,0.135420756445,0.128956699958,0.128956699958,0.0149754184951,5,2,0.714285714286,2015-02-12,-0.000808910459835,3 days 00:00:00.000000000
167,201504,3.3921,3.4169,0.00731110521506,-0.015387718641,-0.015387718641,0.0147410975346,5,3,0.625,2015-03-06,-0.0234080256088,0 days 00:00:00.000000000
167,201505,3.5144,3.9367,0.120162758935,0.15212619626,0.15212619626,0.0170355242906,7,3,0.7,2015-03-12,-0.00635616742534,2 days 00:00:00.000000000
167,201506,4.0708,4.0989,0.0069028200845,0.0412020219981,0.0412020219981,0.0261516938871,3,2,0.6,2015-03-26,-0.0344835798147,-5 days +00:00:00.000000000
183,201420,1.2244,1.2029,-0.0175596210389,,-0.0175596210389,0.00438563989093,1,6,0.142857142857,2014-10-17,-0.0175596210389,0 days 00:00:00.000000000
183,201421,1.2115,1.2142,0.00222864217912,0.00939396458558,0.00939396458558,0.00676218000689,6,4,0.6,2014-10-23,-0.0208832026414,-4 days +00:00:00.000000000
183,201422,1.2226,1.2171,-0.00449860952069,0.00238840388733,0.00238840388733,0.00772684361602,4,6,0.4,2014-11-11,-0.0127642276423,-2 days +00:00:00.000000000
183,201423,1.2219,1.3003,0.0641623700794,0.0683592145263,0.0683592145263,0.00689020897242,8,1,0.888888888889,2014-11-19,-0.00220967345937,-1 days +00:00:00.000000000
183,201424,1.2996,1.3696,0.0538627269929,0.0532953933708,0.0532953933708,0.0154848220052,7,3,0.7,2014-12-09,-0.0299414189629,0 days 00:00:00.000000000
183,201425,1.3846,1.3845,-7.22230247002e-05,0.010879088785,0.010879088785,0.0122308214082,5,5,0.5,2014-12-24,-0.044291198635,0 days 00:00:00.000000000
183,201426,1.3657,1.3708,0.00373434868566,-0.0098952690502,-0.0098952690502,0.014186376072,1,2,0.333333333333,2014-12-30,-0.00907959288277,1 days 00:00:00.000000000
183,201500,1.4053,1.4282,0.0162954529282,0.0418733586227,0.0418733586227,0.0119364173588,3,2,0.6,2015-01-09,-0.00411407851614,0 days 00:00:00.000000000
183,201501,1.4468,1.4896,0.029582526956,0.0429911777062,0.0429911777062,0.0161965608474,6,4,0.6,2015-01-19,-0.0279551105436,0 days 00:00:00.000000000
183,201502,1.5213,1.5052,-0.010583053967,0.0104726100967,0.0104726100967,0.0143721840935,6,4,0.6,2015-01-30,-0.0342585971527,-7 days +00:00:00.000000000
183,201503,1.5,1.6554,0.1036,0.0997874036673,0.0997874036673,0.0106045900289,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
183,201504,1.626,1.6351,0.00559655596556,-0.012262897185,-0.012262897185,0.0108408478664,5,3,0.625,2015-03-06,-0.0155337467638,0 days 00:00:00.000000000
183,201505,1.6727,1.8372,0.098343994739,0.123601002997,0.123601002997,0.0137879914327,7,3,0.7,2015-03-12,-0.00691433259112,2 days 00:00:00.000000000
183,201506,1.8888,1.903,0.0075180008471,0.0358153712171,0.0358153712171,0.0198741218668,3,2,0.6,2015-03-26,-0.0243157949196,-5 days +00:00:00.000000000
213,201420,1.5047,1.486,-0.0124277264571,,-0.0124277264571,0.00462261495323,3,4,0.428571428571,2014-10-17,-0.0173907293526,0 days 00:00:00.000000000
213,201421,1.4933,1.4986,0.00354918636577,0.00847913862719,0.00847913862719,0.00628904342983,5,5,0.5,2014-10-24,-0.0204915288288,-3 days +00:00:00.000000000
213,201422,1.5066,1.4925,-0.00935882118678,-0.00407046576805,-0.00407046576805,0.00544032532587,6,4,0.6,2014-11-14,-0.0180921052632,1 days 00:00:00.000000000
213,201423,1.5017,1.5979,0.0640607311713,0.0706197654941,0.0706197654941,0.00493725890662,9,1,0.9,2014-11-18,-0.00113205034294,-2 days +00:00:00.000000000
213,201424,1.5952,1.6626,0.0422517552658,0.0404906439702,0.0404906439702,0.0109489356436,7,3,0.7,2014-12-10,-0.0256288842853,1 days 00:00:00.000000000
213,201425,1.6901,1.6273,-0.0371575646411,-0.0212318056057,-0.0212318056057,0.011656609274,5,5,0.5,2014-12-23,-0.0535284094248,-1 days +00:00:00.000000000
213,201426,1.6065,1.5971,-0.00585122938064,-0.0185583481841,-0.0185583481841,0.00902229809373,1,2,0.333333333333,2014-12-30,-0.00989729225023,1 days 00:00:00.000000000
213,201500,1.6139,1.6063,-0.00470908978251,0.00576044079895,0.00576044079895,0.0076404286271,2,3,0.4,2015-01-09,-0.0128441494592,0 days 00:00:00.000000000
213,201501,1.6111,1.6857,0.0463037676122,0.0494303679263,0.0494303679263,0.0101698428598,7,3,0.7,2015-01-19,-0.0141023323088,0 days 00:00:00.000000000
213,201502,1.6889,1.681,-0.00467760080526,-0.00278815922169,-0.00278815922169,0.0112029416877,5,5,0.5,2015-02-02,-0.0375830322806,-4 days +00:00:00.000000000
213,201503,1.6558,1.7934,0.0831018238918,0.0668649613325,0.0668649613325,0.0119225115244,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
213,201504,1.781,1.8267,0.0256597417181,0.0185680829709,0.0185680829709,0.0112474436125,4,4,0.5,2015-03-06,-0.0163166397415,0 days 00:00:00.000000000
213,201505,1.8312,1.9904,0.0869375273045,0.0896151530082,0.0896151530082,0.00930905516485,8,2,0.8,2015-03-12,-0.00738345459445,2 days 00:00:00.000000000
213,201506,2.0294,2.0494,0.00985512959495,0.0296422829582,0.0296422829582,0.0129015415165,4,2,0.666666666667,2015-03-27,-0.0177809729212,-4 days +00:00:00.000000000
214,201420,1.0412,1.0232,-0.0172877449097,,-0.0172877449097,0.00335211270763,1,6,0.142857142857,2014-10-17,-0.0172877449097,0 days 00:00:00.000000000
214,201421,1.0274,1.0314,0.00389332295114,0.00801407349492,0.00801407349492,0.00657086792039,5,5,0.5,2014-10-27,-0.0255985984037,0 days 00:00:00.000000000
214,201422,1.0304,1.0368,0.00621118012422,0.00523560209424,0.00523560209424,0.00580784511284,3,7,0.3,2014-11-14,-0.00832137733142,1 days 00:00:00.000000000
214,201423,1.0313,1.1064,0.0728207117231,0.0671296296296,0.0671296296296,0.00892407609368,7,3,0.7,2014-11-19,-0.00756326965965,-1 days +00:00:00.000000000
214,201424,1.1046,1.1718,0.0608365019011,0.0591106290672,0.0591106290672,0.0216273609602,7,3,0.7,2014-12-11,-0.0407325285374,2 days 00:00:00.000000000
214,201425,1.1726,1.1866,0.011939280232,0.0126301416624,0.0126301416624,0.0123975904699,6,4,0.6,2014-12-24,-0.041935483871,0 days 00:00:00.000000000
214,201426,1.1873,1.1991,0.00993851596058,0.0105342996798,0.0105342996798,0.00800936973726,2,1,0.666666666667,2014-12-30,-0.00261096605744,1 days 00:00:00.000000000
214,201500,1.2208,1.1917,-0.0238368283093,-0.00617129513802,-0.00617129513802,0.0111423915038,1,4,0.2,2015-01-09,-0.0238368283093,0 days 00:00:00.000000000
214,201501,1.191,1.2188,0.023341729639,0.0227406226399,0.0227406226399,0.0123743116516,6,4,0.6,2015-01-19,-0.0233267392021,0 days 00:00:00.000000000
214,201502,1.2309,1.2068,-0.0195791697132,-0.00984574991795,-0.00984574991795,0.00873372765645,5,5,0.5,2015-01-30,-0.0208790316029,-7 days +00:00:00.000000000
214,201503,1.2006,1.2449,0.0368982175579,0.0315710971163,0.0315710971163,0.00616950547407,6,1,0.857142857143,2015-02-09,0.0,0 days 00:00:00.000000000
214,201504,1.2298,1.232,0.00178890876565,-0.0103622780946,-0.0103622780946,0.00984654385433,4,4,0.5,2015-03-06,-0.0184831102613,0 days 00:00:00.000000000
214,201505,1.24,1.3082,0.055,0.0618506493506,0.0618506493506,0.00573598854185,8,2,0.8,2015-03-12,-0.00304389618712,2 days 00:00:00.000000000
214,201506,1.3308,1.3267,-0.00308085362188,0.0141415685675,0.0141415685675,0.00986654256713,5,1,0.833333333333,2015-03-26,-0.0132207947416,-5 days +00:00:00.000000000
215,201420,1.0822,1.0589,-0.0215302162262,,-0.0215302162262,0.00449315752931,1,6,0.142857142857,2014-10-17,-0.0215302162262,0 days 00:00:00.000000000
215,201421,1.067,1.0719,0.00459231490159,0.0122768911134,0.0122768911134,0.00553008312641,6,4,0.6,2014-10-23,-0.0148078725398,-4 days +00:00:00.000000000
215,201422,1.072,1.0372,-0.0324626865672,-0.0323724228006,-0.0323724228006,0.00715791375684,4,6,0.4,2014-11-14,-0.0324626865672,1 days 00:00:00.000000000
215,201423,1.037,1.0767,0.0382835101254,0.0380833011955,0.0380833011955,0.00548006429464,6,4,0.6,2014-11-20,-0.00819672131148,0 days 00:00:00.000000000
215,201424,1.0696,1.0737,0.00383320867614,-0.00278629144609,-0.00278629144609,0.0221500392464,5,5,0.5,2014-12-12,-0.0552573691157,3 days 00:00:00.000000000
215,201425,1.0686,1.1399,0.066722814898,0.0616559560399,0.0616559560399,0.0183058101796,5,5,0.5,2014-12-24,-0.0344950213371,0 days 00:00:00.000000000
215,201426,1.1505,1.1825,0.0278139939157,0.0373716992719,0.0373716992719,0.00492148464389,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
215,201500,1.2023,1.1865,-0.0131414788322,0.00338266384778,0.00338266384778,0.0093538087736,2,3,0.4,2015-01-08,-0.0137236962489,-1 days +00:00:00.000000000
215,201501,1.1786,1.1841,0.0046665535381,-0.00202275600506,-0.00202275600506,0.015250694748,8,2,0.8,2015-01-19,-0.0395949198971,0 days 00:00:00.000000000
215,201502,1.1939,1.1312,-0.0525169612195,-0.044675280804,-0.044675280804,0.00951850728134,2,8,0.2,2015-02-06,-0.0525169612195,0 days 00:00:00.000000000
215,201503,1.1314,1.1682,0.0325260738908,0.0327086280057,0.0327086280057,0.00352397703051,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
215,201504,1.1626,1.1778,0.0130741441596,0.00821777092964,0.00821777092964,0.00760007118474,5,3,0.625,2015-03-03,-0.00796812749004,-3 days +00:00:00.000000000
215,201505,1.1877,1.2944,0.0898375010525,0.0989981321107,0.0989981321107,0.00677657424052,10,0,1.0,2015-03-09,0.0,-1 days +00:00:00.000000000
215,201506,1.3133,1.3268,0.010279448717,0.0250309023486,0.0250309023486,0.0100731675783,4,2,0.666666666667,2015-03-27,-0.00977684901858,-4 days +00:00:00.000000000
300,201420,2478.38,2441.73,-0.014787885635,,-0.014787885635,0.00510799466293,2,5,0.285714285714,2014-10-17,-0.0162089638834,0 days 00:00:00.000000000
300,201421,2454.71,2508.33,0.0218437208469,0.0272757430183,0.0272757430183,0.0113592791095,5,5,0.5,2014-10-27,-0.0349858028036,0 days 00:00:00.000000000
300,201422,2512.55,2581.09,0.0272790591232,0.0290073475181,0.0290073475181,0.00952803982221,6,4,0.6,2014-11-13,-0.00561611520553,0 days 00:00:00.000000000
300,201423,2567.1,2808.82,0.0941607261112,0.0882301663251,0.0882301663251,0.0119620139425,6,4,0.6,2014-11-20,-0.0116863386701,0 days 00:00:00.000000000
300,201424,2819.81,3193.23,0.132427362127,0.13685818244,0.13685818244,0.0283147586434,8,2,0.8,2014-12-09,-0.0448740808145,0 days 00:00:00.000000000
300,201425,3217.23,3445.84,0.071058021963,0.0791079878368,0.0791079878368,0.0210664267698,7,3,0.7,2014-12-24,-0.0483402465179,0 days 00:00:00.000000000
300,201426,3455.46,3533.71,0.0226453207388,0.0255003134214,0.0255003134214,0.011787694526,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
300,201500,3641.54,3546.72,-0.0260384342888,0.0036816829904,0.0036816829904,0.0192250534097,2,3,0.4,2015-01-09,-0.026639844777,0 days 00:00:00.000000000
300,201501,3513.58,3571.732,0.0165506406571,0.00705214959174,0.00705214959174,0.0318572281019,7,3,0.7,2015-01-19,-0.0770233162574,0 days 00:00:00.000000000
300,201502,3607.985,3312.42,-0.0819196864732,-0.0726011918027,-0.0726011918027,0.0141804341407,2,8,0.2,2015-02-06,-0.0819196864732,0 days 00:00:00.000000000
300,201503,3345.921,3522.322,0.0527212088988,0.0633681719106,0.0633681719106,0.00477374992505,7,0,1.0,2015-02-09,0.0,0 days 00:00:00.000000000
300,201504,3478.729,3478.52,-6.00794140619e-05,-0.0124355467785,-0.0124355467785,0.0154578067302,4,4,0.5,2015-03-06,-0.0340838566448,0 days 00:00:00.000000000
300,201505,3537.75,3892.574,0.100296516147,0.119031657142,0.119031657142,0.0104538730428,8,2,0.8,2015-03-10,-0.00484460462158,0 days 00:00:00.000000000
300,201506,3972.061,4051.204,0.0199249205891,0.0407519548761,0.0407519548761,0.0142962478947,5,2,0.714285714286,2015-03-31,-0.00904412674791,0 days 00:00:00.000000000
366,201420,1.5529,1.5507,-0.00141670423079,,-0.00141670423079,0.000421491791281,3,4,0.428571428571,2014-10-17,-0.00148100450741,0 days 00:00:00.000000000
366,201421,1.5551,1.5684,0.00855250466208,0.0114142000387,0.0114142000387,0.00117923759919,8,2,0.8,2014-10-22,-0.000964568194971,-5 days +00:00:00.000000000
366,201422,1.5699,1.5813,0.00726160901968,0.00822494261668,0.00822494261668,0.00137669255337,7,3,0.7,2014-11-14,-0.00183057694736,1 days 00:00:00.000000000
366,201423,1.584,1.6024,0.0116161616162,0.0133434515905,0.0133434515905,0.00189479539132,9,1,0.9,2014-11-18,-0.00334595959596,-2 days +00:00:00.000000000
366,201424,1.6009,1.5954,-0.00343556749329,-0.00436844732901,-0.00436844732901,0.00402541825476,4,6,0.4,2014-12-11,-0.0146193396519,2 days 00:00:00.000000000
366,201425,1.5946,1.6069,0.00771353317446,0.00720822364297,0.00720822364297,0.00360150405182,5,5,0.5,2014-12-24,-0.00711388455538,0 days 00:00:00.000000000
366,201426,1.6094,1.6169,0.00466012178452,0.00622316261124,0.00622316261124,0.00146580779481,3,0,1.0,2014-12-29,0.0,0 days 00:00:00.000000000
366,201500,1.6291,1.6264,-0.00165735682279,0.00587544065805,0.00587544065805,0.00449989040263,3,2,0.6,2015-01-08,-0.00466229065701,-1 days +00:00:00.000000000
