2013-04-09,1,250012
2013-04-26,0.998,250012
2013-05-31,1.005,250012
2013-06-30,1.032,250012
2013-07-26,1.057,250012
2013-08-30,1.063,250012
2013-09-30,1.065,250012
2013-10-10,1.072,250012
2013-10-25,1.043,250012
2013-11-29,1.02,250012
2013-12-27,1.02,250012
2014-01-30,1.041,250012
2014-02-28,1.081,250012
2014-03-28,1.1,250012
2014-04-30,1.093,250012
2014-05-30,1.144,250012
2014-06-30,1.122,250012
2014-07-16,1.118,250012
2014-07-18,1.122,250012
2014-07-25,1.139,250012
2014-07-30,1.137,250012
2014-07-31,1.141,250012
2014-08-01,1.14,250012
2014-08-08,1.14,250012
2014-08-15,1.153,250012
2014-08-22,1.16,250012
2014-08-29,1.16,250012
2014-09-05,1.172,250012
2014-09-12,1.163,250012
2014-09-19,1.166,250012
2014-09-26,1.143,250012
2014-09-30,1.142,250012
2014-10-10,1.142,250012
2014-10-17,1.145,250012
2014-10-24,1.149,250012
2014-10-31,1.151,250012
2014-11-07,1.158,250012
2014-11-14,1.172,250012
2014-11-21,1.182,250012
2014-11-28,1.206,250012
2014-12-05,1.209,250012
2014-12-12,1.225,250012
2014-12-19,1.274,250012
2014-12-26,1.2,250012
2014-12-31,1.244,250012
2015-01-09,1.225,250012
2015-01-16,1.192,250012
2015-01-23,1.17,250012
2015-01-30,1.175,250012
2015-02-06,1.172,250012
2015-02-13,1.206,250012
2015-02-17,1.226,250012
2015-02-27,1.225,250012
2015-03-06,1.166,250012
2015-03-13,1.178,250012
2015-03-20,1.181,250012
2015-03-27,1.13,250012
2015-04-03,1.103,250012
2015-04-10,1.12,250012
2015-04-17,1.108,250012
2015-04-24,1.101,250012
2015-04-30,1.112,250012
2015-05-08,1.112,250012
2015-05-15,1.155,250012
2015-05-22,1.22,250012
2015-05-29,1.225,250012
2015-06-05,1.267,250012
2015-06-12,1.271,250012
2015-06-19,1.268,250012
2015-06-26,1.294,250012
2015-07-03,1.355,250012
2015-07-10,1.532,250012
2015-07-17,1.533,250012
2015-07-24,1.488,250012
2015-07-31,1.405,250012
2015-08-07,1.432,250012
2015-08-14,1.47,250012
