2015-02-05,1,060591
2015-02-13,1.004,060591
2015-02-17,1.005,060591
2015-02-27,1.007,060591
2015-03-06,1.006,060591
2015-03-13,1.028,060591
2015-03-20,1.078,060591
2015-03-27,1.12,060591
2015-04-03,1.19,060591
2015-04-10,1.253,060591
2015-04-17,1.218,060591
2015-04-24,1.305,060591
2015-04-30,1.332,060591
2015-05-08,1.423,060591
2015-05-15,1.556,060591
2015-05-22,1.721,060591
2015-05-29,1.749,060591
2015-06-05,1.854,060591
2015-06-12,1.891,060591
2015-06-19,1.651,060591
2015-06-26,1.532,060591
2015-07-03,1.387,060591
2015-07-24,1.387,060591
2015-07-31,1.351,060591
2015-08-07,1.364,060591
2015-08-14,1.381,060591
