2014-09-29,1,727677
2014-10-31,0.996,727677
2014-11-07,0.995,727677
2014-11-14,0.994,727677
2014-11-21,0.993,727677
2014-11-28,1,727677
2014-12-05,1.002,727677
2014-12-12,1.01,727677
2014-12-19,1.014,727677
2014-12-26,1.009,727677
2014-12-31,1.01,727677
2015-01-09,1.022,727677
2015-01-16,1.045,727677
2015-01-23,1.078,727677
2015-01-30,1.093,727677
2015-02-06,1.076,727677
2015-02-13,1.15,727677
2015-02-17,1.167,727677
2015-02-27,1.183,727677
2015-03-06,1.197,727677
2015-03-13,1.219,727677
2015-03-20,1.361,727677
2015-03-27,1.412,727677
2015-04-03,1.536,727677
2015-04-10,1.634,727677
2015-04-17,1.714,727677
2015-04-24,1.731,727677
2015-04-30,1.739,727677
2015-05-08,1.75,727677
2015-05-15,1.91,727677
2015-05-22,2.237,727677
2015-05-29,2.295,727677
2015-06-05,2.84,727677
2015-06-12,3.018,727677
2015-06-19,2.747,727677
2015-06-26,2.477,727677
2015-07-03,2.009,727677
2015-07-10,1.821,727677
2015-07-17,2.059,727677
2015-07-24,2.312,727677
2015-07-31,1.924,727677
2015-08-07,2.036,727677
2015-08-14,2.237,727677
