2014-06-20,1,76A003
2014-06-30,1,76A003
2014-07-07,1,76A003
2014-07-14,1.032,76A003
2014-07-21,1.04,76A003
2014-07-28,1.03,76A003
2014-08-04,1.023,76A003
2014-08-11,1.037,76A003
2014-08-18,1.039,76A003
2014-08-25,1.049,76A003
2014-09-01,1.046,76A003
2014-09-05,1.046,76A003
2014-09-09,1.051,76A003
2014-09-15,1.07,76A003
2014-09-22,1.067,76A003
2014-09-29,1.073,76A003
2014-10-13,1.082,76A003
2014-10-20,1.081,76A003
2014-10-27,1.084,76A003
2014-11-03,1.088,76A003
2014-11-17,1.09,76A003
2014-11-24,1.089,76A003
2014-12-01,1.069,76A003
2014-12-08,1.069,76A003
2014-12-15,0.981,76A003
2014-12-22,0.981,76A003
2014-12-29,0.982,76A003
2015-01-05,0.967,76A003
2015-01-12,0.986,76A003
2015-01-19,0.996,76A003
2015-01-26,1.004,76A003
2015-02-02,1.004,76A003
2015-02-16,1.015,76A003
2015-03-02,1.021,76A003
2015-03-09,1.04,76A003
2015-03-16,1.047,76A003
2015-03-23,1.044,76A003
2015-03-30,1.053,76A003
2015-04-09,1.066,76A003
2015-04-13,1.073,76A003
2015-04-20,1.053,76A003
2015-04-27,1.061,76A003
2015-05-04,1.061,76A003
2015-05-11,1.065,76A003
2015-05-18,1.065,76A003
2015-05-25,1.098,76A003
2015-06-01,1.098,76A003
2015-06-08,1.124,76A003
2015-06-15,1.242,76A003
2015-06-22,1.242,76A003
2015-06-29,1.251,76A003
2015-07-06,1.293,76A003
2015-07-13,1.309,76A003
2015-07-20,1.287,76A003
2015-07-27,1.289,76A003
2015-08-03,1.287,76A003
2015-08-10,1.286,76A003
