2014-09-29,1,727676
2014-10-31,1,727676
2014-11-07,1,727676
2014-11-14,1,727676
2014-11-21,1,727676
2014-11-28,1,727676
2014-12-05,1.002,727676
2014-12-12,1.01,727676
2014-12-19,1.014,727676
2014-12-26,1.009,727676
2014-12-31,1.01,727676
2015-01-09,1.022,727676
2015-01-16,1.045,727676
2015-01-23,1.067,727676
2015-01-30,1.072,727676
2015-02-06,1.066,727676
2015-02-13,1.094,727676
2015-02-17,1.1,727676
2015-02-27,1.106,727676
2015-03-06,1.112,727676
2015-03-13,1.12,727676
2015-03-20,1.17,727676
2015-03-27,1.183,727676
2015-04-03,1.214,727676
2015-04-10,1.239,727676
2015-04-17,1.259,727676
2015-04-24,1.263,727676
2015-04-30,1.265,727676
2015-05-08,1.268,727676
2015-05-15,1.307,727676
2015-05-22,1.389,727676
2015-05-29,1.404,727676
2015-06-05,1.54,727676
2015-06-12,1.585,727676
2015-06-19,1.517,727676
2015-06-26,1.449,727676
2015-07-03,1.332,727676
2015-07-10,1.285,727676
2015-07-17,1.345,727676
2015-07-24,1.408,727676
2015-07-31,1.311,727676
2015-08-07,1.339,727676
2015-08-14,1.389,727676
