id,hf,earning,volatility,loss,sharp,enterprise_earning,period,implied_volatility,win_days,lose_days,win_ratio,implied_volatility_rank,implied_volatility_adj,sharp_rank,sharp_adj
-923,0.29934988001,0.0902130315829,0.000502246959644,-0.006743431516,-6.63618562034,0.0902130315829,363 days 00:00:00.000000000,0.0,207,36.0,0.851851851852,0.560369318182,0.0,0.188721804511,0.0
-905,-0.435481882025,1.23808147644,0.0182184761721,-0.265137377889,-0.513586099079,0.0902130315829,363 days 00:00:00.000000000,1.6421012789,156,87.0,0.641975308642,0.909090909091,0.0,0.56992481203,0.0
-300,-0.570122378091,1.06047280801,0.0184522855895,-0.217081671725,-0.548820346514,0.0902130315829,363 days 00:00:00.000000000,1.37043275691,147,96.0,0.604938271605,0.852272727273,0.0,0.56015037594,0.0
61,-0.247227827727,0.269184652278,0.005932412721,-0.0330759542194,-1.21607410074,0.0902130315829,268 days 00:00:00.000000000,1.06395139451,110,69.0,0.614525139665,0.777698863636,0.0,0.460902255639,0.0
62,-0.266451083817,0.718363608609,0.0084145424594,-0.0389085738789,-3.52466448038,0.0902130315829,335 days 00:00:00.000000000,2.10773124807,143,81.0,0.638392857143,0.9609375,-0.15,0.284210526316,0.0
63,-0.260635833839,0.220136032257,0.00498521698133,-0.019801635636,-1.48993239628,0.0902130315829,268 days 00:00:00.000000000,0.919117322749,110,69.0,0.614525139665,0.748579545455,0.0,0.418796992481,0.0
99,0.283254027188,0.0,0.0,0.0,,0.0902130315829,268 days 00:00:00.000000000,-inf,179,0.0,1.0,0.000710227272727,0.0,,0.0
101,0.108061734222,0.0312876906705,0.00062913424199,-0.00952643932072,0.571171680463,0.0902130315829,268 days 00:00:00.000000000,-3.30314588767,137,42.0,0.765363128492,0.274147727273,0.0,0.718045112782,0.0
108,-0.137709994928,0.219967169079,0.00429226596322,-0.0184897106538,-1.79283263173,0.0902130315829,268 days 00:00:00.000000000,1.06611380107,112,67.0,0.625698324022,0.778409090909,0.0,0.381954887218,0.0
167,-0.428601110426,0.900190070001,0.0138453168696,-0.0602308499475,-2.50961424108,0.0902130315829,267 days 00:00:00.000000000,2.0708863644,113,65.0,0.634831460674,0.958806818182,-0.15,0.325563909774,0.0
183,-0.375303695956,0.67488118289,0.0107304376102,-0.044291198635,-2.44463067452,0.0902130315829,268 days 00:00:00.000000000,1.92159109755,109,69.0,0.612359550562,0.946022727273,0.0,0.333834586466,0.0
