type,typeName,name,spell,spellAll,code
PFund,私募,中融信托-民生上海聚财01号-第42期,ZRXTMSSHJC01HD42Q,--,P15909
PFund,私募,中融信托-民生上海聚财01号-第45期,ZRXTMSSHJC01HD45Q,--,P15912
PFund,私募,中融信托-增强11号-融兴01期-第45期,ZRXTZQ11HRX01QD45Q,--,P16088
PFund,私募,中融信托-融享04号-第23期,ZRXTRX04HD23Q,--,P15970
PFund,私募,中融信托-瞰金5号-第06期,ZRXTKJ5HD06Q,--,P15888
PFund,私募,中融信托-太平洋鑫福来01号-第13期,ZRXTTPYXFL01HD13Q,--,P16041
PFund,私募,中融信托-启明01号-第34期,ZRXTQM01HD34Q,--,P15940
PFund,私募,中融信托-民生上海聚财01号-第46期,ZRXTMSSHJC01HD46Q,--,P15913
PFund,私募,中融信托-同信吉祥宝03期-16期,ZRXTTXJXB03Q16Q,--,P16053
PFund,私募,中融信托-太平洋鑫福来01号-第16期,ZRXTTPYXFL01HD16Q,--,P16044
PFund,私募,中融信托-泽元稳健增长1号,ZRXTZYWJZZ1H,--,P16086
PFund,私募,中融信托-融享04号-第24期,ZRXTRX04HD24Q,--,P15971
PFund,私募,睿智正博资产,RZZBZC,--,M04767
PFund,私募,和聚财富9号,HJCF9H,shenzhenheju,S21923
PFund,私募,希格斯赢新6号,XGSYX6H,--,M04991
PFund,私募,林琪9号,LQ9H,--,M04600
PFund,私募,鑫宝48号,XB48H,--,M05038
PFund,私募,鑫龙120号,XL120H,--,M05052
PFund,私募,真宝1号,ZB1H,--,M05423
PFund,私募,雍和安迅1号,YHAX1H,--,M05309
PFund,私募,林卓1号,LZ1H,--,M04611
PFund,私募,盛玉81号,SY81H,--,M04896
PFund,私募,盛玉159号,SY159H,--,M04857
PFund,私募,灵智1号,LZ1H,--,M04637
PFund,私募,鑫满溢得16号,XMYD16H,--,M05104
PFund,私募,盛玉137号,SY137H,--,M04835
PFund,私募,林琪7号,LQ7H,--,M04598
PFund,私募,晟瑞8号,SR8H,--,M04798
PFund,私募,兴全定增51号,XQDZ51H,--,M05181
PFund,私募,招商银行-稳健3号,ZSYHWJ3H,--,M05410
PFund,私募,万方1号,WF1H,--,M04971
PFund,私募,套利期权3号,TLQQ3H,--,M04931
PFund,私募,鑫龙20号,XL20H,--,M05060
PFund,私募,盛玉151号,SY151H,--,M04849
PFund,私募,荣驰6号,RC6H,--,M04709
PFund,私募,林琪26号,LQ26H,--,M04585
PFund,私募,林卓13号,LZ13H,--,M04604
PFund,私募,荣驰3号,RC3H,--,M04706
PFund,私募,青岛国信招商1号,QDGXZS1H,--,M04699
PFund,私募,睿致西部1号,RZXB1H,--,M04765
PFund,私募,鑫龙105号,XL105H,--,M05047
PFund,私募,御然16号,YR16H,--,M05326
PFund,私募,民安4号,MA4H,--,M04648
PFund,私募,新三板汇金1号,XSBHJ1H,--,M05022
PFund,私募,盛玉133号,SY133H,--,M04831
PFund,私募,锐进19期,RJ19Q,--,M04718
PFund,私募,盛玉174号,SY174H,--,M04872
PFund,私募,兴卓28号,XZ28H,--,M05272
PFund,私募,天辰1号,TC1H,--,M04948
PFund,私募,盛玉85号,SY85H,--,M04899
PFund,私募,荣驰4号,RC4H,--,M04707
PFund,私募,信福宝3号,XFB3H,--,M05131
PFund,私募,兴金25号,XJ25H,--,M05149
PFund,私募,新华信托系列1号,XHXTXL1H,--,M05017
PFund,私募,瑞奇28号,RQ28H,--,M04749
PFund,私募,兴全睿众特定策略7号,XQRZTDCL7H,--,M05224
PFund,私募,盛玉91号,SY91H,--,M04905
PFund,私募,兴金57号2期,XJ57H2Q,--,M05165
PFund,私募,鑫沅合富6号,XYHF6H,--,M05115
PFund,私募,盛玉149号,SY149H,--,M04847
PFund,私募,兴卓21号,XZ21H,--,M05265
PFund,私募,晟瑞5号,SR5H,--,M04795
PFund,私募,长安策略5号,CACL5H,--,M05383
PFund,私募,御然15号,YR15H,--,M05325
PFund,私募,瑞丰汇邦1号,RFHB1H,--,M04728
PFund,私募,套利期权2号,TLQQ2H,--,M04930
PFund,私募,长安丰利31号,CAFL31H,--,M05386
PFund,私募,林琪10号,LQ10H,--,M04568
PFund,私募,兴全定增75号,XQDZ75H,--,M05184
PFund,私募,好菜鸟热点轮动基金,HCNRDLDJJ,haocainiao,S33276
PFund,私募,添翼定增分级4号,TYDZFJ4H,--,M04965
PFund,私募,瑞奇30号,RQ30H,--,M04752
PFund,私募,招信1号,ZX1H,--,M05418
PFund,私募,拓定1号,TD1H,--,M04969
PFund,私募,盛玉173号,SY173H,--,M04871
PFund,私募,林卓22号,LZ22H,--,M04614
PFund,私募,盛玉153号,SY153H,--,M04851
PFund,私募,浦发五号,PFWH,--,M04687
PFund,私募,兴金23号,XJ23H,--,M05147
PFund,私募,招商银行-添利1号,ZSYHTL1H,--,M05399
PFund,私募,盛玉68号,SY68H,--,M04883
PFund,私募,鑫龙98号,XL98H,--,M05098
PFund,私募,盛玉74号,SY74H,--,M04889
PFund,私募,招商银行-稳健25号,ZSYHWJ25H,--,M05407
PFund,私募,稳赢三期,WYSQ,--,M04986
PFund,私募,林卓23号,LZ23H,--,M04615
PFund,私募,兆达1号,ZD1H,--,M05419
PFund,私募,林琪22号,LQ22H,--,M04581
PFund,私募,明闻1号,MW1H,--,M04656
PFund,私募,鑫龙34号,XL34H,--,M05068
PFund,私募,现金管理7号,XJGL7H,--,M05007
PFund,私募,盛玉79号,SY79H,--,M04894
PFund,私募,招商银行-添利8号,ZSYHTL8H,--,M05401
PFund,私募,裕盛东方资产,YSDFZC,--,M05355
PFund,私募,盛玉77号,SY77H,--,M04892
PFund,私募,力泽分级1号,LZFJ1H,--,M04562
PFund,私募,鑫龙140号,XL140H,--,M05057
PFund,私募,景闰股期双盈1号,JRGQSY1H,jiangsujingrun,S63849
PFund,私募,林卓35号,LZ35H,--,M04628
PFund,私募,龙昇量化对冲1号,LSLHDC1H,--,M04641
PFund,私募,凯立德欣1号,KLDX1H,--,M04550
PFund,私募,鑫龙16号,XL16H,--,M05058
PFund,私募,南华1号,NH1H,--,M04658
PFund,私募,林卓31号,LZ31H,--,M04624
PFund,私募,晟瑞4号,SR4H,--,M04794
PFund,私募,信元宏河4号,XYHH4H,--,M05140
PFund,私募,招商银行-稳健21号基金精选资产管理计划,ZSYHWJ21HJJJXZCGLJH,--,M05406
PFund,私募,鑫龙122号,XL122H,--,M05053
PFund,私募,兴全-光大银行-定增1号(分级),XQGDYHDZ1HFJ,--,M05197
PFund,私募,兴卓17号,XZ17H,--,M05260
PFund,私募,新方程汇嘉对冲精选1号尊享C,XFCHJDCJX1HZXC,xinhuahuijiatouzi,S62406
PFund,私募,新方程域秀智享5号尊享C,XFCYXZX5HZXC,yuxiuziben,S62544
PFund,私募,新方程泓澄精选证券投资基金尊享C,XFCHCJXZQTZJJZXC,hongchengtouzi,S64188
PFund,私募,鑫沅合富8号,XYHF8H,--,M05117
PFund,私募,悦融4号多个客户专项,YR4HDGKHZX,--,M05366
PFund,私募,至富3号,ZF3H,--,M05429
PFund,私募,兴金57号13期,XJ57H13Q,--,M05157
PFund,私募,林卓24号,LZ24H,--,M04616
PFund,私募,兴盛66号1期,XS66H1Q,--,M05243
PFund,私募,林卓32号,LZ32H,--,M04625
PFund,私募,牟合资产1号,MHZC1H,--,M04657
PFund,私募,盛玉95号,SY95H,--,M04909
PFund,私募,林琪25号,LQ25H,--,M04584
PFund,私募,御然17号,YR17H,--,M05327
PFund,私募,林琪14号,LQ14H,--,M04572
PFund,私募,鑫龙48号,XL48H,--,M05073
PFund,私募,林卓16号,LZ16H,--,M04607
PFund,私募,浦发一号,PFYH,--,M04688
PFund,私募,兴全定增99号,XQDZ99H,--,M05196
PFund,私募,林卓6号,LZ6H,--,M04632
PFund,私募,林琪21号,LQ21H,--,M04580
PFund,私募,兴全定增93号,XQDZ93H,--,M05194
PFund,私募,林琪17号,LQ17H,--,M04575
PFund,私募,盛玉98号,SY98H,--,M04912
PFund,私募,瑞奇20号,RQ20H,--,M04741
PFund,私募,系数进取3号,XSJQ3H,--,M04998
PFund,私募,鑫沅丰盈1号,XYFY1H,--,M05112
PFund,私募,信荣1号,XR1H,--,M05135
PFund,私募,特定策略22号,TDCL22H,--,M04933
PFund,私募,鑫满溢得12号,XMYD12H,--,M05100
PFund,私募,兴全睿众定增1号,XQRZDZ1H,--,M05211
PFund,私募,长安策略3号,CACL3H,--,M05382
PFund,私募,盛玉147号,SY147H,--,M04845
PFund,私募,林卓18号,LZ18H,--,M04609
PFund,私募,鑫龙74号,XL74H,--,M05085
PFund,私募,林卓10号,LZ10H,--,M04601
PFund,私募,鑫龙89号,XL89H,--,M05094
PFund,私募,鑫宝18号,XB18H,--,M05031
PFund,私募,盛玉113号,SY113H,--,M04811
PFund,私募,量金优利CTA一号1期,LJYLCTAYH1Q,liangjinzichan,S61373
PFund,私募,锦石合能壹号,JSHNYH,guangdongjinshi,S65223
PFund,私募,鑫龙78号,XL78H,--,M05089
PFund,私募,长泰定增6期,CTDZ6Q,--,M05391
PFund,私募,兴金57号8期,XJ57H8Q,--,M05171
PFund,私募,睿博强债1号,RBQZ1H,--,M04761
PFund,私募,鑫龙82号,XL82H,--,M05091
PFund,私募,天盈1号,TY1H,--,M04963
PFund,私募,盛玉112号,SY112H,--,M04810
PFund,私募,招商银行-稳健8号,ZSYHWJ8H,--,M05414
PFund,私募,鑫龙75号,XL75H,--,M05086
PFund,私募,���玉64号,SY64H,--,M04879
PFund,私募,特定策略31号,TDCL31H,--,M04940
PFund,私募,兴卓16号,XZ16H,--,M05259
PFund,私募,晟瑞15号,SR15H,--,M04789
PFund,私募,盛玉60号,SY60H,--,M04875
PFund,私募,兴卓25号,XZ25H,--,M05269
PFund,私募,兴全-光大银行-定增7号(分级),XQGDYHDZ7HFJ,--,M05201
PFund,私募,锐进18期,RJ18Q,--,M04717
PFund,私募,盛玉119号,SY119H,--,M04817
PFund,私募,兴金16号,XJ16H,--,M05142
PFund,私募,御然2号,YR2H,--,M05341
PFund,私募,盛玉67号,SY67H,--,M04882
PFund,私募,鹏诚1号,PC1H,--,M04668
PFund,私募,小左1号,XZ1H,--,M05014
PFund,私募,新阳光1号,XYG1H,--,M05027
PFund,私募,兴卓15号,XZ15H,--,M05258
PFund,私募,招商银行-稳健19号,ZSYHWJ19H,--,M05404
PFund,私募,御然3号,YR3H,--,M05348
PFund,私募,兴金27号,XJ27H,--,M05151
PFund,私募,信福宝5号,XFB5H,--,M05133
PFund,私募,瑞达量化1号,RDLH1H,--,M04727
PFund,私募,秀润2号,XR2H,--,M05281
PFund,私募,龙旗嫦娥量化对冲,LQCELHDC,--,M04640
PFund,私募,秀润4号,XR4H,--,M05283
PFund,私募,顺金财富定向增发1号,SJCFDXZF1H,--,M04918
PFund,私募,林琪11号,LQ11H,--,M04569
PFund,私募,长泰定增2期,CTDZ2Q,--,M05389
PFund,私募,御然26号,YR26H,--,M05337
PFund,私募,林卓2号,LZ2H,--,M04622
PFund,私募,盛玉83号,SY83H,--,M04897
PFund,私募,睿众6号,RZ6H,--,M04774
PFund,私募,盛玉72号,SY72H,--,M04887
PFund,私募,晟瑞2号,SR2H,--,M04792
PFund,私募,兴金57号11期,XJ57H11Q,--,M05155
PFund,私募,鑫龙39号,XL39H,--,M05071
PFund,私募,御然7号,YR7H,--,M05352
PFund,私募,鑫龙72号(第一期),XL72HDYQ,--,M05083
PFund,私募,盛渔1号-鑫龙51号,SY1HXL51H,--,M04800
PFund,私募,兴卓27号,XZ27H,--,M05271
PFund,私募,兴卓32号,XZ32H,--,M05276
PFund,私募,盛玉116号,SY116H,--,M04814
PFund,私募,盛玉162号,SY162H,--,M04860
PFund,私募,希腊精神1号,XLJS1H,--,M04995
PFund,私募,日发资产混合策略1号,RFZCHHCL1H,rifazichan,S65219
PFund,私募,林卓20号,LZ20H,--,M04612
PFund,私募,鑫安利得5号,XALD5H,--,M05030
PFund,私募,兴卓20号,XZ20H,--,M05264
PFund,私募,知钱固定收益私募投资基金,ZQGDSYSMTZJJ,--,S38870
PFund,私募,平步1号基金,PB1HJJ,--,S38875
PFund,私募,星鸿资产星耀成长2号格林美定增基金,XHZCXYCZ2HGLMDZJJ,--,S38353
PFund,私募,兴全睿贷21号,XQRD21H,--,M05203
PFund,私募,洛德德实,LDDS,--,M04646
PFund,私募,鑫顺4号私募基金,XS4HSMJJ,--,S36516
PFund,私募,浙期远见FOF,ZQYJFOF,--,M05422
PFund,私募,林琪29号,LQ29H,--,M04588
PFund,私募,盛玉136号,SY136H,--,M04834
PFund,私募,御然19号,YR19H,--,M05329
PFund,私募,稳盈6号增强型,WY6HZQX,--,M04979
PFund,私募,宽信4号,KX4H,--,M04557
PFund,私募,特定策略28号,TDCL28H,--,M04937
PFund,私募,蓝石新三板1号,LSXSB1H,--,M04559
PFund,私募,悦融1号多个客户,YR1HDGKH,--,M05363
PFund,私募,鑫股添利2号,XGTL2H,--,M05043
PFund,私募,盛玉115号,SY115H,--,M04813
PFund,私募,招商银行-稳健1号,ZSYHWJ1H,--,M05405
PFund,私募,林卓25号,LZ25H,--,M04617
PFund,私募,瑞奇5号,RQ5H,--,M04755
PFund,私募,特定策略26号,TDCL26H,--,M04936
PFund,私募,融誉2号,RY2H,--,M04713
PFund,私募,盛玉163号,SY163H,--,M04861
PFund,私募,暖流一号,NLYH,--,M04663
PFund,私募,融盈天下6号,RYTX6H,--,M04712
PFund,私募,荣驰5号,RC5H,--,M04708
PFund,私募,秀润1号,XR1H,--,M05280
PFund,私募,盛玉101号,SY101H,--,M04802
PFund,私募,民安2号,MA2H,--,M04647
PFund,私募,展鸿财富3号,ZHCF3H,--,M05379
PFund,私募,特定策略23号,TDCL23H,--,M04934
PFund,私募,兴全定增108号,XQDZ108H,--,M05178
PFund,私募,信银01号,XY01H,--,M05137
PFund,私募,瑞奇29号,RQ29H,--,M04750
PFund,私募,天添盈18号,TTY18H,--,M04958
PFund,私募,稳健收益5号,WJSY5H,--,M04974
PFund,私募,鑫沅合富9号,XYHF9H,--,M05118
PFund,私募,庞大分级1号,PDFJ1H,--,M04665
PFund,私募,林琪12号,LQ12H,--,M04570
PFund,私募,瑞奇12号,RQ12H,--,M04732
PFund,私募,钦联鑫股通2号,QLXGT2H,--,M04698
PFund,私募,秀润8号,XR8H,--,M05287
PFund,私募,现金管理12号,XJGL12H,--,M05001
PFund,私募,兴卓12号,XZ12H,--,M05256
PFund,私募,民生双核动力1号,MSSHDL1H,--,M04654
PFund,私募,林卓8号,LZ8H,--,M04634
PFund,私募,民彤1号,MT1H,--,M04655
PFund,私募,盛玉158号,SY158H,--,M04856
PFund,私募,财通达仁1号,CTDR1H,darentouzi,M05433
PFund,私募,欧如一号,ORYH,snap gongzuoshi,P16126
PFund,私募,鑫安利得12号,XALD12H,--,M05028
PFund,私募,兴盛17号2期,XS17H2Q,--,M05230
PFund,私募,睿众11号,RZ11H,--,M04768
PFund,私募,盛玉142号,SY142H,--,M04840
PFund,私募,林卓34号,LZ34H,--,M04627
PFund,私募,新三板汇鑫1号,XSBHX1H,--,M05023
PFund,私募,鑫宝7号,XB7H,--,M05040
PFund,私募,基石共赢1号,JSGY1H,--,M05396
PFund,私募,盛玉59号,SY59H,--,M04874
PFund,私募,林琪18号,LQ18H,--,M04576
PFund,私募,可交换私募债2期,KJHSMZ2Q,--,M04555
PFund,私募,兴卓33号,XZ33H,--,M05277
PFund,私募,润泉-鑫龙45号,RQXL45H,--,M04779
PFund,私募,现金管理15号,XJGL15H,--,M05004
PFund,私募,天琪盈润八号,TQYRBH,--,M04955
PFund,私募,政道3号,ZD3H,--,M05428
PFund,私募,盛玉66号,SY66H,--,M04881
PFund,私募,现金管理11号,XJGL11H,--,M05000
PFund,私募,晟瑞10号,SR10H,--,M04788
PFund,私募,易方达主动精选专项资产管理计划,YFDZDJXZXZCGLJH,--,M05301
PFund,私募,新三板金鼎1号,XSBJD1H,--,M05024
PFund,私募,现金管理1号,XJGL1H,--,M05005
PFund,私募,钦联必普鑫股通,QLBPXGT,--,M04697
PFund,私募,招商银行-稳健26号,ZSYHWJ26H,--,M05408
PFund,私募,兴全睿众飞马国际,XQRZFMGJ,--,M05215
PFund,私募,特殊策略分级24号,TSCLFJ24H,--,M04943
PFund,私募,瑞奇7号,RQ7H,--,M04756
PFund,私募,瑞奇3号,RQ3H,--,M04753
PFund,私募,希望1号,XW1H,--,M04996
PFund,私募,盛玉109号,SY109H,--,M04808
PFund,私募,兴盛53号国贸1期,XS53HGM1Q,--,M05238
PFund,私募,盛玉154号,SY154H,--,M04852
PFund,私募,兴卓24号,XZ24H,--,M05268
PFund,私募,灵智2号,LZ2H,--,M04638
PFund,私募,添鑫投资,TXTZ,--,M04964
PFund,私募,永安定增2号,YADZ2H,--,M05313
PFund,私募,锐进11期改革创新2号,RJ11QGGCX2H,--,M04714
PFund,私募,瑞奇9号,RQ9H,--,M04758
PFund,私募,灵活配合1号,LHPH1H,--,M04636
PFund,私募,兴全睿众特定策略5号,XQRZTDCL5H,--,M05222
PFund,私募,浦发分级1号B级,PFFJ1HBJ,--,M04678
PFund,私募,元富源1号,YFY1H,--,M05356
PFund,私募,林卓3号,LZ3H,--,M04629
PFund,私募,希格斯赢新8号,XGSYX8H,--,M04992
PFund,私募,政道2号,ZD2H,--,M05427
PFund,私募,盛玉93号,SY93H,--,M04907
PFund,私募,天丰2号,TF2H,--,M04950
PFund,私募,浦发南京定增1号,PFNJDZ1H,--,M04681
PFund,私募,御然23号,YR23H,--,M05334
PFund,私募,晟瑞9号,SR9H,--,M04799
PFund,私募,兴盛17号4期,XS17H4Q,--,M05232
PFund,私募,兴森资产管理计划1号,XSZCGLJH1H,--,M05228
PFund,私募,悦盈5号多个客户,YY5HDGKH,--,M05368
PFund,私募,平安信鑫13号,PAXX13H,--,M04672
PFund,私募,林卓30号,LZ30H,--,M04623
PFund,私募,鑫满溢得14号,XMYD14H,--,M05102
PFund,私募,沃善对冲1号,WSDC1H,--,M04988
PFund,私募,展鸿2号,ZH2H,--,M05377
PFund,私募,鑫龙35号,XL35H,--,M05069
PFund,私募,盛玉80号,SY80H,--,M04895
PFund,私募,兴盛1号1期,XS1H1Q,--,M05233
PFund,私募,稳赢二期,WYEQ,--,M04984
PFund,私募,盛玉117号,SY117H,--,M04815
PFund,私募,雨浩1号,YH1H,--,M05319
PFund,私募,鑫龙81号,XL81H,--,M05090
PFund,私募,新锐1号新三板股权投资,XR1HXSBGQTZ,--,M05021
PFund,私募,永安普天1号,YAPT1H,--,M05315
PFund,私募,鑫龙115号,XL115H,--,M05050
PFund,私募,晟达1号,SD1H,--,M04787
PFund,私募,御然1号,YR1H,--,M05330
PFund,私募,民生财富1号二期,MSCF1HEQ,--,M04651
PFund,私募,盛玉103号,SY103H,--,M04804
PFund,私募,招商银行-稳健10号,ZSYHWJ10H,--,M05402
PFund,私募,西南益坤定增1号,XNYKDZ1H,--,M04990
PFund,私募,盛玉84号,SY84H,--,M04898
PFund,私募,瑞祥1号,RX1H,--,M04760
PFund,私募,兴卓22号,XZ22H,--,M05266
PFund,私募,云南信托-云信成长2007-2号(第八期),YNXTYXCZ20072HDBQ,--,P16120
PFund,私募,林卓33号,LZ33H,--,M04626
PFund,私募,庭威量化对冲1号,TWLHDC1H,--,M04966
PFund,私募,信元恒大1号,XYHD1H,--,M05139
PFund,私募,东方点赞2号,DFDZ2H,huirongguquan,S64250
PFund,私募,海石季度丰—五牛尊凯,HSJDFWNZK,haiyinzichan,S61214
PFund,私募,博道安享1号B,BDAX1HB,bodao,S62974
PFund,私募,大黄蜂价值精选,DHFJZJX,yifangbo,S64160
PFund,私募,千象2期,QX2Q,qianxiangzichan,P16132
PFund,私募,中大投资-华波1号,ZDTZHB1H,zhongdajituantouzi,S66774
PFund,私募,中大投资-派和7号,ZDTZPH7H,zhongdajituantouzi,S66791
PFund,私募,博观二期B基金,BGEQBJJ,boguan,S26307
PFund,私募,弘哲亿信深蓝启明6号,HZYXSLQM6H,beijingshenlanqiming,M05434
PFund,私募,泓信量化对冲尊享1号,HXLHDCZX1H,hongxin,P16130
PFund,私募,中信泓信泓利量化对冲八期,ZXHXHLLHDCBQ,hongxin,P16131
PFund,私募,泓冠,HG,--,P12215
PFund,私募,盛玉128号,SY128H,--,M04826
PFund,私募,盛玉69号,SY69H,--,M04884
PFund,私募,悦达醴泉资产,YDLQZC,--,M05362
PFund,私募,特定策略30号,TDCL30H,--,M04939
PFund,私募,易方达聚祥分级,YFDJXFJ,--,M05297
PFund,私募,信福宝1号,XFB1H,--,M05130
PFund,私募,招商银行-稳健6号,ZSYHWJ6H,--,M05413
PFund,私募,荣驰1号,RC1H,--,M04704
PFund,私募,御然4号,YR4H,--,M05349
PFund,私募,睿众3号,RZ3H,--,M04772
PFund,私募,兴全睿管家4号,XQRGJ4H,--,M05208
PFund,私募,盛玉165号,SY165H,--,M04863
PFund,私募,易方达多空对冲,YFDDKDC,--,M05295
PFund,私募,林琪24号,LQ24H,--,M04583
PFund,私募,特定策略33号,TDCL33H,--,M04942
PFund,私募,鑫众5号,XZ5H,--,M05119
PFund,私募,鑫龙49号,XL49H,--,M05074
PFund,私募,招商银行富尊量化对冲1期,ZSYHFZLHDC1Q,--,M05395
PFund,私募,兴全南泵(分级),XQNBFJ,--,M05202
PFund,私募,鑫龙29号,XL29H,--,M05063
PFund,私募,盛玉126号,SY126H,--,M04824
PFund,私募,兴全睿管家3号,XQRGJ3H,--,M05207
PFund,私募,银钢1号,YG1H,--,M05305
PFund,私募,兴全定增82号,XQDZ82H,--,M05188
PFund,私募,锐进22期,RJ22Q,--,M04722
PFund,私募,鑫龙22号,XL22H,--,M05061
PFund,私募,现金管理14号,XJGL14H,--,M05003
PFund,私募,云南信托-睿金-汇赢通18号-第二期,YNXTRJHYT18HDEQ,minghuaxinde,P14923
PFund,私募,杭州阿橡投资管理合伙企业,HZAXTZGLHHQY,zhejiangmingheng,S29428
PFund,私募,中融信托-同信吉祥宝03期-12期(灿扬资产成长一号),ZRXTTXJXB03Q12QCYZCCZYH,chanyangzichan,P16049
PFund,私募,中融信托-日进斗金01号-第05期,ZRXTRJDJ01HD05Q,--,P15952
PFund,私募,中融信托-启明01号-第23期,ZRXTQM01HD23Q,--,P15929
PFund,私募,中融信托-联创量化对冲03号,ZRXTLCLHDC03H,--,P15896
PFund,私募,中融信托-湘财资本证券投资-第21期,ZRXTXCZBZQTZD21Q,--,P16072
PFund,私募,中融信托-增强58号-第16期,ZRXTZQ58HD16Q,--,P16103
PFund,私募,中融信托-瞰金3号-第14期,ZRXTKJ3HD14Q,--,P15883
PFund,私募,中融信托-瞰金3号-第16期,ZRXTKJ3HD16Q,--,P15885
PFund,私募,中融信托-民生上海聚财02号-第01期,ZRXTMSSHJC02HD01Q,--,P15914
PFund,私募,中融信托-伍洲二号,ZRXTWZEH,--,P16066
PFund,私募,中融信托-融享08号-第23期,ZRXTRX08HD23Q,--,P16002
PFund,私募,中融信托-启明01号-第22期,ZRXTQM01HD22Q,--,P15928
PFund,私募,中融信托-启明01号-第24期,ZRXTQM01HD24Q,--,P15930
PFund,私募,中融信托-希希一号,ZRXTXXYH,--,P16068
PFund,私募,中融信托-启明02号-第01期,ZRXTQM02HD01Q,--,P15942
PFund,私募,中融信托-泽鑫01号-第02期,ZRXTZX01HD02Q,--,P16083
PFund,私募,盛玉134号,SY134H,--,M04832
PFund,私募,鑫宝1号,XB1H,--,M05032
PFund,私募,鑫沅合富2号,XYHF2H,--,M05113
PFund,私募,鑫龙23号(中期2号),XL23HZQ2H,--,M05062
PFund,私募,鑫宝27号,XB27H,--,M05036
PFund,私募,兴全-光大银行-定增5号(分级),XQGDYHDZ5HFJ,--,M05200
PFund,私募,长安丰利29号,CAFL29H,--,M05385
PFund,私募,御然31号,YR31H,--,M05343
PFund,私募,凯信1期,KX1Q,--,M04552
PFund,私募,兴银投资1号,XYTZ1H,--,M05253
PFund,私募,易方达中行灵活配置3号,YFDZHLHPZ3H,--,M05300
PFund,私募,盛玉90号,SY90H,--,M04904
PFund,私募,盛玉132号,SY132H,--,M04830
PFund,私募,天丰4号,TF4H,--,M04951
PFund,私募,四相对冲分级1号,SXDCFJ1H,--,M04925
PFund,私募,稳赢四期,WYSQ,--,M04987
PFund,私募,天添盈8号,TTY8H,--,M04962
PFund,私募,新趋势1期,XQS1Q,--,M05020
PFund,私募,盛玉161号,SY161H,--,M04859
PFund,私募,盛玉135号,SY135H,--,M04833
PFund,私募,睿益1号,RY1H,--,M04764
PFund,私募,盛玉152号,SY152H,--,M04850
PFund,私募,小微系列01号,XWXL01H,--,M05011
PFund,私募,鑫龙55号,XL55H,--,M05078
PFund,私募,长旭1号,CX1H,--,M05392
PFund,私募,正一秋亦浓资产,ZYQYNZC,--,M05425
PFund,私募,石彦1号,SY1H,--,M04914
PFund,私募,鼎锋明道新三板汇联基金,DFMDXSBHLJJ,ningbodingfengmingdao,S33316
PFund,私募,红象精选基金,HXJXJJ,hongxiangtouzi,S28639
PFund,私募,万丰友方贯富6期,WFYFGF6Q,wanfengyoufang,S27867
PFund,私募,国联安无花果6号,GLAWHG6H,wuhuaguozichan,M05435
PFund,私募,睿涛梁溪一号,RTLXYH,ruitaozichan,S65501
PFund,私募,华财22号基金,HC22HJJ,nanhuatouzi,S29052
PFund,私募,益亨投资策略1号分级基金,YHTZCL1HFJJJ,shamenyiheng,S28921
PFund,私募,鼎鸿新三板优选基金1号,DHXSBYXJJ1H,beijingzhongrongdingxin,S33991
PFund,私募,道亨对冲1号,DHDC1H,daohengzichan,S66001
PFund,私募,诚梵广慈1号,CFGC1H,chengfantouzi,S67006
PFund,私募,易方达基金长盈,YFDJJCY,--,M05296
PFund,私募,荣驰7号,RC7H,--,M04710
PFund,私募,鑫龙33号,XL33H,--,M05067
PFund,私募,招商银行-长安策略4号,ZSYHCACL4H,--,M05416
PFund,私募,天丰5号,TF5H,--,M04952
PFund,私募,永安1号,YA1H,--,M05310
PFund,私募,信诚稳健收益,XCWJSY,--,M05123
PFund,私募,盛玉102号,SY102H,--,M04803
PFund,私募,秀润9号,XR9H,--,M05288
PFund,私募,浦发二号,PFEH,--,M04676
PFund,私募,真鑫稳嘉1号,ZXWJ1H,--,M05424
PFund,私募,兴金57号20期,XJ57H20Q,--,M05164
PFund,私募,信诚双赢股票,XCSYGP,--,M05122
PFund,私募,岫金1号,XJ1H,--,M05289
PFund,私募,中安信邦金融投资1号,ZAXBJRTZ1H,--,M05432
PFund,私募,稳健收益8号,WJSY8H,--,M04976
PFund,私募,锐进37期,RJ37Q,--,M04724
PFund,私募,晟瑞6号,SR6H,--,M04796
PFund,私募,兴全定增76号,XQDZ76H,--,M05185
PFund,私募,瑞奇2号,RQ2H,--,M04751
PFund,私募,现金管理13号,XJGL13H,--,M05002
PFund,私募,御然30号,YR30H,--,M05342
PFund,私募,林卓15号,LZ15H,--,M04606
PFund,私募,睿众10号,RZ10H,--,M05210
PFund,私募,曦鹏1号,XP1H,--,M04997
PFund,私募,庞大分级2号,PDFJ2H,--,M04666
PFund,私募,鑫龙43号,XL43H,--,M05072
PFund,私募,圆石中兴成长1期,YSZXCZ1Q,yuanshitouzi,S64974
PFund,私募,中融信托-日进斗金01号-第02期,ZRXTRJDJ01HD02Q,--,P15949
PFund,私募,中融信托-瞰金3号-第08期,ZRXTKJ3HD08Q,--,P15878
PFund,私募,中融信托-天乙合1号,ZRXTTYH1H,beijingtianyihe,P16047
PFund,私募,中融信托-景泰蓝稳赢-第04期,ZRXTJTLWYD04Q,--,P15867
PFund,私募,中融信托-融享08号-第07期,ZRXTRX08HD07Q,--,P15987
PFund,私募,中融信托-融享09号-第03期,ZRXTRX09HD03Q,--,P16012
