advisor_id,company_name,fund_id,fund_short_name,id,inception_date,initial_unit_value,manager_id,manager_name,manager_name_real,nav,price_date,ret_1m,ret_1y,ret_2y,ret_3m,ret_3y,ret_4y,ret_5y,ret_6m,ret_incep,ret_incep_a,ret_ytd
CO000000FA,仙童投资,HF000000O7,外贸信托-仙童1期(海南成长二期),1552,2010-05-05,1.0,PL000000FL,张晓君,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000FL"">张晓君</a>",1.525,2015-07-31,-0.002159,0.787389,0.836907,0.082251,0.602733,0.665756,0.587219,0.877616,0.525,0.085105,0.872084
CO000001MY,利檀投资,HF00000AU7,云南信托-中金-云信私募工场(六期)第10期(利檀2期),1553,2014-10-10,1.0,"PL00000472,PL00000473","黄建平,陈昊扬","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000472"">黄建平</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000473"">陈昊扬</a>",1.1037,2015-08-07,0.031303,,,0.00309,,,,0.168969,0.52492,0.659191,0.096828
CO000000C0,远策投资,HF0000005H,北京信托-远策8期,1554,2010-11-22,1.0,PL000000AH,张益驰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000AH"">张益驰</a>",1.5246,2015-08-10,0.060001,0.479332,0.657534,-0.083609,0.949118,0.671344,,0.142622,0.5246,0.092846,0.25039
CO0000004P,天马资产,HF000007VA,华润信托-小马1期,1555,2014-04-08,1.0,PL0000002L,曹鸿伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000002L"">曹鸿伟</a>",1.5245,2015-07-31,-0.023508,0.487753,,-0.046472,,,,0.163474,0.5245,0.401206,0.201503
CO0000029V,裕鼎投资,HF00000286,太阳帆投资,1556,2011-11-24,1.0,PL000000S3,江伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000S3"">江伟</a>",1.5243,2015-08-14,0.028959,0.334179,0.549243,-0.459564,0.547513,,,0.206124,0.5243,0.118971,0.238463
CO000001UZ,格雷资产,HF0000014W,格雷一期,1557,2011-01-10,100.0,PL000000HI,张可兴,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000HI"">张可兴</a>",152.35,2015-07-20,0.067475,0.489393,0.60436,0.06182,0.619022,0.527931,,0.33993,0.5235,0.098074,0.317907
CO0000015P,持赢投资,HF00000675,持赢DJ,1558,2013-08-01,1.0,PL000002SD,丁军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002SD"">丁军</a>",1.523297,2015-08-17,0.0,0.0,0.520258,0.0,,,,0.0,0.523297,0.234219,0.0
CO0000009Q,鼎诺投资,HF000006WN,华润信托-鼎诺风险缓冲13期,1559,2014-01-06,1.0,"PL000001XH,PL000001XJ","姚刚,蓝勇","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001XH"">姚刚</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001XJ"">蓝勇</a>",1.5232,2015-04-30,,0.652061,,0.348323,,,,0.437659,0.5232,0.40025,0.442288
CO00000012,中山证券,HF00000CXK,中山复博群利1号,1560,2014-12-09,1.0,PL000002O6,程彬彬,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002O6"">程彬彬</a>",1.5225,2015-07-31,-0.0236,,,-0.055931,,,,0.676577,0.5225,1.055679,0.68829
CO0000000G,淡水泉,HF0000015N,外贸信托-淡水泉卓越1期,1561,2011-01-06,1.0,PL000000YV,项志群,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000YV"">项志群</a>",1.5224,2015-08-07,0.006213,0.311961,0.399522,-0.197385,0.664735,0.53082,,0.167932,0.5224,0.096035,0.380987
CO0000005K,明达资产,HF000004FE,外贸信托-明达7期,1562,2013-02-28,1.0,PL0000006H,刘明达,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000006H"">刘明达</a>",1.5223,2015-07-31,-0.126571,0.502023,0.476384,-0.139555,,,,0.112955,0.5223,0.189919,0.119009
CO000000X5,合晟资产,HF00000BFQ,合晟5号进取级B,1563,2014-06-06,1.0,PL00000193,胡远川,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000193"">胡远川</a>",1.522,2015-08-14,0.039617,0.381376,,0.038412,,,,0.108845,0.522,0.43336,0.177381
CO000000F8,朱雀投资,HF000002HV,中信信托-朱雀21期,1564,2012-04-13,100.0,PL000000D7,李华轮,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000D7"">李华轮</a>",152.14,2015-04-30,-0.039338,0.389153,0.364362,0.101028,0.516094,,,0.272925,0.5214,0.150132,0.164842
CO00000023,元昊投资,HF000006MP,中海信托-元昊1306,1565,2013-11-07,1.0,"PL000000BI,PL000002WH","苏炫,邓海峰","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000BI"">苏炫</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002WH"">邓海峰</a>",1.5211,2015-08-14,0.050919,0.500987,,-0.064572,,,,0.104568,0.5211,0.270838,0.09613
CO0000014A,东辉投资,HF000005NB,陕国投-东辉3期,1566,2013-08-19,100.0,PL000002MX,艾家文,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MX"">艾家文</a>",152.06,2015-08-07,0.011777,0.21144,0.517565,-0.280257,,,,0.149705,0.5206,0.233126,0.185653
CO0000008F,睿信投资,HF000000P6,华润信托-睿信3期,1567,2007-06-15,100.0,PL000000BM,李振宁,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000BM"">李振宁</a>",152.05,2015-07-24,-0.159341,0.631788,1.174939,-0.073374,1.168426,1.037931,1.108292,0.184709,0.5205,0.053207,0.266091
CO000001FG,东方比逊,HF0000091G,双头鹰壹号,1568,2014-06-13,1.0,PL000003FO,张建伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003FO"">张建伟</a>",1.519,2015-06-30,-0.071516,0.519,,0.099132,,,,,0.519,0.519,
CO0000014J,富善投资,HF0000077P,工行-富善致远CTA三期,1569,2014-01-16,1.0,PL000002OV,林成栋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002OV"">林成栋</a>",1.519,2015-07-31,-0.004587,0.401292,,0.279697,,,,0.24,0.519,0.321413,0.24
CO00000104,涌峰投资,HF000001JK,云南信托-中国龙回报1期,1570,2011-05-04,1.0,PL000000ET,赵凯,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000ET"">赵凯</a>",1.5187,2015-08-07,0.007697,0.46706,0.514913,-0.076441,0.761424,0.541202,,0.004099,0.5187,0.103314,-0.119696
CO0000006P,景泰利丰,HF000000X3,兴业信托-景泰复利回报4期,1571,2010-12-01,1.0,PL0000009C,张英飚,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000009C"">张英飚</a>",1.5186,2015-08-07,0.007631,0.417266,0.416869,-0.213568,0.822612,0.448493,,0.164035,0.5186,0.093656,0.219465
CO0000001A,从容投资,HF000000N4,中信信托-从容成长8期,1572,2010-04-27,100.0,PL000000CG,吕俊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000CG"">吕俊</a>",151.85,2015-08-07,0.000461,0.745603,0.723805,-0.207918,1.151155,0.736619,0.559035,0.187906,0.5185,0.081472,0.560477
CO0000092N,世纪点金投资,HF00000SZ0,云南信托-世纪1号(世纪点金),1573,2015-03-13,1.0,PL000006NJ,沈良,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006NJ"">沈良</a>",1.5177,2015-05-29,0.260443,,,,,,,,0.5177,11.221249,
CO0000032L,灏四方资产,HF00000E2G,灏四方成长基金,1574,2014-12-26,1.0,PL000006M5,杨建兴,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006M5"">杨建兴</a>",1.5173,2015-08-14,0.084173,,,-0.195792,,,,0.411311,0.5173,0.868991,0.5173
CO000000X0,鼎萨投资,HF00000DCY,山东信托-鼎萨资产1期,1575,2014-12-11,1.0,PL0000018Q,彭旭,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000018Q"">彭旭</a>",1.5173,2015-08-11,0.03464,,,-0.228269,,,,0.313566,0.5173,0.868991,0.525691
CO000000YU,汇谷投资,HF000005M2,天弓3号,1576,2013-06-26,1.0,PL000001D6,陈捷,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D6"">陈捷</a>",1.517,2015-08-07,0.00066,0.485798,0.567149,-0.234612,,,,-0.036825,0.517,0.212081,0.421743
CO000003G0,德佳瑞,HF00000E7U,平安财富-金蕴59期(德佳瑞一号),1577,2015-01-12,100.0,PL000005ST,唐咸德,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005ST"">唐咸德</a>",151.69,2015-08-07,-0.004659,,,-0.207057,,,,0.31061,0.5169,1.042734,
CO0000007H,长金投资,HF000003JR,平安信托-精选二期I(长金8号Ⅰ期),1578,2011-04-01,100.0,PL0000000P,郑晓军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000000P"">郑晓军</a>",151.67,2015-08-14,0.011605,0.563447,0.57383,-0.237839,0.782466,0.438312,,0.069153,0.5167,0.100895,0.201442
CO000000B8,汇利资产,HF0000016U,平安信托-黄金优选7期4号,1579,2011-01-26,100.0,PL00000017,何震,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000017"">何震</a>",151.63,2015-08-07,0.008648,0.114353,0.332542,-0.288823,0.86438,0.552314,,-0.022688,0.5163,0.095075,0.114763
CO00000097,东海证券,HF00000CXH,东海双龙2号鼎萨1期劣后级,1580,2014-12-10,1.0,PL000001D7,丁颖,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D7"">丁颖</a>",1.5161,2015-07-31,0.00185,,,-0.357231,,,,0.188539,0.5161,1.040888,0.125204
CO0000004N,光大银行,HF0000015L,外贸信托-光大银行阳光私募基金宝,1581,2009-09-15,1.0,PL000000YX,李伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000YX"">李伟</a>",1.515,2015-01-28,0.055896,0.367452,0.527834,0.19962,0.682586,0.46391,0.430865,0.328015,0.515,0.081004,0.055896
CO000001F5,恒泰融安投资,HF000008Z5,恒泰融安量化对冲1号B类,1582,2014-06-18,1.0,"PL000003ES,PL000003ET","沙文帆,赵江涛","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003ES"">沙文帆</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003ET"">赵江涛</a>",1.515,2015-06-15,0.011348,0.515,,0.083691,,,,0.012024,0.515,0.515,0.012024
CO0000000N,鼎锋资产,HF000004W0,陕国投-鼎锋18期,1583,2013-05-15,100.0,PL0000001E,王小刚,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000001E"">王小刚</a>",151.48,2015-08-07,0.002316,0.560845,0.498022,-0.143406,,,,0.189384,0.5148,0.202702,0.276158
CO0000004N,光大银行,HF000002M9,外贸信托-私募基金宝稳健增长,1584,2011-06-09,1.0,PL000000YX,李伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000YX"">李伟</a>",1.5146,2015-01-28,0.060421,0.235198,0.41261,0.15742,0.611105,,,0.260381,0.5146,0.122834,0.060421
CO0000007H,长金投资,HF000001H7,平安信托-长金8号Ⅲ期,1585,2011-09-13,1.0,PL0000000P,郑晓军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000000P"">郑晓军</a>",1.5144,2015-07-31,-0.254834,0.5,0.616394,-0.205331,0.622282,,,0.082487,0.5144,0.114344,0.187578
CO00000120,胡杨投资,HF00000DGZ,胡杨A股消费3号私募投资基金,1586,2014-12-18,1.0,PL000001JL,张凯华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001JL"">张凯华</a>",1.514,2015-06-26,-0.266117,,,0.239967,,,,0.514,0.514,1.292196,0.514
CO000000IK,长青藤资产,HF000003JS,平安信托-投资精英之长青藤B,1587,2011-01-30,100.0,PL000000HU,潘海峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000HU"">潘海峰</a>",151.4,2015-08-14,0.020559,0.487814,0.602456,-0.140115,0.87748,0.608243,,0.091879,0.514,0.094713,0.105513
CO000008MZ,赋成资产,HF00000XGO,赋成量化3号,1588,2014-12-12,1.0,PL0000078D,鲁政平,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000078D"">鲁政平</a>",1.5136,2015-08-14,0.155949,,,0.180655,,,,0.532915,0.5136,0.862159,0.5136
CO00000166,信复创值,HF00000A46,信复创值2号,1589,2014-08-25,1.0,PL000002X5,刘宇晨,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002X5"">刘宇晨</a>",1.5136,2015-08-07,0.0,0.5136,,0.011156,,,,0.333921,0.5136,0.5136,0.314117
CO00000163,凤翔投资,HF00000DGX,凤翔多利,1590,2014-12-11,1.0,PL000002T7,梁进,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002T7"">梁进</a>",1.5126,2015-07-31,-0.091368,,,-0.009884,,,,0.358175,0.5126,1.032818,0.486585
CO000003VE,红象投资,HF00000JOH,鹏华资产-红象1期,1591,2015-03-11,1.0,PL000006BV,李冠宇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006BV"">李冠宇</a>",1.512,2015-08-13,-0.007223,,,-0.195317,,,,,0.512,1.697269,
CO00000068,鸿逸投资,HF00000FST,多策略优选1号弘哲亿信鸿逸,1592,2015-02-09,1.0,PL00000030,张云逸,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000030"">张云逸</a>",1.511,2015-07-17,-0.066708,,,0.223482,,,,,0.511,1.69299,
CO000000EL,安信证券,HF000006L3,安信证券荣享B,1593,2013-11-07,1.0,PL000001FS,张亚非,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001FS"">张亚非</a>",1.319,2015-08-03,0.017001,0.308081,,0.052798,,,,0.104023,0.510834,0.280944,0.132559
CO000000IM,财通证券,HF0000069G,财通财聚1号B,1594,2013-10-10,1.0,PL000001GO,周志远,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">周志远</a>",1.1467,2015-07-31,-0.000261,0.272609,,0.069583,,,,0.086253,0.510721,0.265876,0.11538
CO000001CI,辰阳投资,HF00000832,粤财信托-辰阳乾丰1号,1595,2014-04-29,1.0,PL000005NA,朱威,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005NA"">朱威</a>",1.5103,2015-04-17,-0.094544,0.509696,,0.030148,,,,0.10257,0.5103,0.5103,0.057855
CO000000GR,瀚信资产,HF0000018P,陕国投-瀚信价值2期,1596,2011-04-29,100.0,PL0000003H,蒋国云,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000003H"">蒋国云</a>",151.0,2015-08-10,-0.056427,0.828973,0.85709,-0.178902,0.823451,0.605529,,0.419974,0.51,0.099771,0.628208
CO000000S4,金锝资产,HF0000044I,外贸信托-金锝量化套利,1597,2013-01-07,1.0,PL000000Z4,任思泓,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000Z4"">任思泓</a>",1.5098,2015-08-07,-0.000926,0.167401,0.333392,0.110474,,,,0.178151,0.5098,0.172895,0.217384
CO0000003H,紫鑫投资,HF00000CI9,恒天紫鑫三号,1598,2014-11-20,1.0,PL000000LY,赵春生,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000LY"">赵春生</a>",1.1852,2015-04-17,0.254371,,,0.411619,,,,,0.509753,1.687659,0.322257
CO0000000T,宝银创赢,HF000005EU,华润信托-创赢9号,1599,2013-06-28,100.0,PL000000HH,崔军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000HH"">崔军</a>",150.96,2015-07-31,-0.067976,0.407159,0.514598,-0.095344,,,,0.060038,0.5096,0.218579,-0.027695
CO00000146,浦来德资产,HF000005KH,中信信托-融惠5期(浦来德2号),1600,2013-06-27,100.0,PL000002MH,庞剑锋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MH"">庞剑锋</a>",150.83,2015-08-07,0.023062,0.267799,0.404376,-0.166455,,,,-0.083657,0.5083,0.208868,-0.044352
CO000000EP,尚雅投资,HF000000AU,华润信托-尚雅11期,1601,2010-04-23,100.0,"PL0000008U,PL000000AU","常昊,石波","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000008U"">常昊</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000AU"">石波</a>",150.83,2015-08-10,0.044601,0.461389,0.33101,-0.02407,0.683371,0.605087,0.576236,0.159072,0.5083,0.080106,0.18633
CO0000014J,富善投资,HF0000077N,工行-富善致远CTA二期,1602,2014-01-20,1.0,PL000002OV,林成栋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002OV"">林成栋</a>",1.508,2015-07-31,-0.013734,0.377169,,0.283404,,,,0.23708,0.508,0.315026,0.248344
CO000003R1,金典银桥国际投资,HF00000FLR,金典新繁荣一号,1603,2015-02-15,1.0,PL000006FJ,尉恺杰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006FJ"">尉恺杰</a>",1.508,2015-08-07,0.009371,,,0.087239,,,,0.508,0.508,1.274064,
CO0000000T,宝银创赢,HF000004J7,华润信托-创赢5号,1604,2013-04-02,100.0,PL000000HH,崔军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000HH"">崔军</a>",150.75,2015-07-31,-0.078489,0.385952,0.686808,-0.100161,,,,0.052797,0.5075,0.200122,-0.030883
CO0000013D,榕树投资,HF00000EG4,榕树文明复兴三期,1605,2015-01-12,1.0,PL000006TY,高建波,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006TY"">高建波</a>",1.507,2015-05-29,0.166409,,,,,,,,0.507,2.422471,
CO000000YD,光大证券资产,HF000005J8,光大阳光集结号套利宝一期,1606,2013-06-27,1.0,PL0000036A,李聚华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000036A"">李聚华</a>",1.507,2015-07-31,0.014815,0.447646,0.49504,0.130533,,,,0.207532,0.507,0.217571,0.244426
CO000000GK,神农投资,HF00000EJL,外贸信托-华西神农繁荣,1607,2015-01-22,1.0,PL00000073,陈宇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000073"">陈宇</a>",1.5067,2015-05-29,0.115661,,,0.443891,,,,,0.5067,2.420427,
CO000000IK,长青藤资产,HF00000178,平安信托-投资精英之长青藤A,1608,2011-01-30,100.0,PL000000HU,潘海峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000HU"">潘海峰</a>",150.65,2015-08-14,0.020526,0.486873,0.599427,-0.140322,0.872126,0.601127,,0.09135,0.5065,0.093527,0.104715
CO000000QA,上善若水,HF0000060Q,平安信托-金蕴38号(上善若水4期),1609,2013-08-13,1.0,PL000000UL,侯安扬,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000UL"">侯安扬</a>",1.5063,2015-04-30,,0.568246,,,,,,,0.5063,0.278636,
CO000002LH,珩生资产,HF00000N52,海通MOM私募精选之珩生晶彩一期,1610,2014-07-31,1.0,PL0000070H,戴明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000070H"">戴明</a>",1.506,2015-06-16,0.020325,,,0.123043,,,,0.479371,0.506,0.563115,0.479371
CO000001HE,少薮派投资,HF00000WXW,少数派6号,1611,2014-10-24,1.0,PL000003KZ,周良,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003KZ"">周良</a>",1.506,2015-08-07,0.0,,,0.050942,,,,0.424787,0.506,0.634519,0.510532
,,HF00000DAR,盛利精选1期,1612,2013-07-22,1.0,PL000005RA,杨胜利,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005RA"">杨胜利</a>",1.5055,2015-08-14,0.062681,-0.006861,0.401117,-0.152452,,,,-0.004562,0.5055,0.216989,0.196931
CO0000032L,灏四方资产,HF00000FN9,灏四方亮明基金,1613,2015-01-19,1.0,"PL000005CN,PL000006MD","赵星星,刘亮明","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005CN"">赵星星</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006MD"">刘亮明</a>",1.505,2015-08-14,0.11622,,,-0.046442,,,,,0.505,1.01534,
CO0000014T,穗富投资,HF00000C03,长安信托-穗富11号(长安投资304号),1614,2014-11-17,1.0,PL000002OG,易向军,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002OG"">易向军</a>",1.5043,2015-08-07,-0.007652,,,-0.23097,,,,0.569595,0.5043,0.723638,0.680594
CO000001G9,善境投资(佛意),HF00000984,善境投资理财1号(原佛意投资理财1号),1615,2014-05-05,1.0,PL000003HR,吴洪涛,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003HR"">吴洪涛</a>",1.503577,2015-08-17,-0.065161,0.269251,,-0.165765,,,,-0.183258,0.503577,0.3858,-0.137915
CO00000187,鑫厚投资,HF00000EV8,鑫厚大成2号B类,1616,2014-12-16,1.0,PL000003AN,彭胜明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003AN"">彭胜明</a>",1.503,2015-08-07,0.051784,,,0.224141,,,,0.392956,0.503,0.842631,0.512072
CO000000HO,毅扬投资,HF000000RW,北京信托-毅扬1期,1617,2010-11-08,1.0,"PL0000002E,PL000000Y3","郭楷泽,梁丰","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000002E"">郭楷泽</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000Y3"">梁丰</a>",1.502,2015-08-07,0.006905,0.264736,0.321485,-0.20466,0.511218,0.503805,,0.052779,0.502,0.089416,0.15299
CO0000030J,博永投资,HF00000DC4,博复达投资,1618,2014-12-12,1.0,PL000005AU,周丹,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005AU"">周丹</a>",1.502,2015-08-14,0.079101,,,-0.133045,,,,0.277754,0.502,0.840793,0.503654
CO000001HG,恒基浦业资产,HF00000445,兴业信托-恒基浦业1期,1619,2012-12-28,1.0,"PL000003L4,PL000003M4","顾晓明,李雯君","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003L4"">顾晓明</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003M4"">李雯君</a>",1.5018,2015-05-08,0.000666,0.434247,0.471776,0.381855,,,,0.397023,0.5018,0.183262,0.380966
CO0000015Y,上海柯铭资产,HF00000699,中信信托-雪球2期,1620,2013-10-11,100.0,PL00000781,黄可明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000781"">黄可明</a>",150.15,2015-08-07,0.019279,0.557411,,-0.149581,,,,-0.085845,0.5015,0.248207,-0.118165
,,HF0000090W,特修斯之船,1621,2014-01-08,1.0,PL000003FK,,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003FK""></a>",1.497741,2014-12-02,-0.085506,,,-0.062562,,,,-0.233096,0.501303,0.628403,
CO000000AY,德源安,HF000001KF,兴业信托-德源安战略成长3号,1622,2011-07-06,1.0,PL0000009A,许良胜,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000009A"">许良胜</a>",1.5012,2015-08-14,0.082102,0.776778,0.815016,-0.083181,1.122437,0.619068,,0.16138,0.5012,0.104611,0.1317
CO00000126,青溪资产,HF00000D8I,中融信托-青溪8号,1623,2014-12-05,1.0,PL000001JU,张涛,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001JU"">张涛</a>",1.4999,2015-08-07,0.07705,,,-0.117498,,,,0.268736,0.4999,0.836934,0.259679
CO00000411,京渤聚投资(磐鼎基金),HF00000ETW,中融信托-融信鼎盛-第06期,1624,2015-01-23,1.0,PL000006M4,凌剑锋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006M4"">凌剑锋</a>",1.1081,2015-07-31,-0.13847,,,0.220904,,,,0.512615,0.499758,1.249274,
CO0000003G,六禾投资,HF000001GE,华宝信托-六禾财富越秀,1625,2011-04-13,1.0,"PL000000E3,PL000001PO","夏晓辉,徐志云","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000E3"">夏晓辉</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001PO"">徐志云</a>",1.4996,2015-08-14,0.011603,0.569276,0.834598,-0.182111,0.859162,0.501702,,0.191009,0.4996,0.098019,0.307639
CO00000050,金元证券,HF00000DB8,金元-国金-鑫丰量化对冲普通级,1626,2014-12-17,1.0,PL000001KD,来庆玉,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001KD"">来庆玉</a>",1.4995,2015-07-31,0.082828,,,0.130504,,,,0.398135,0.4995,1.002731,0.469234
