advisor_id,company_name,fund_id,fund_short_name,id,inception_date,initial_unit_value,manager_id,manager_name,manager_name_real,nav,price_date,ret_1m,ret_1y,ret_2y,ret_3m,ret_3y,ret_4y,ret_5y,ret_6m,ret_incep,ret_incep_a,ret_ytd
CO000001IS,道简资产,HF000009XK,道简阿尔法,3427,2014-07-08,1.0,PL000003OX,张哲,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003OX"">张哲</a>",1.087,2014-10-31,0.007414,,,0.11259,,,,,0.087,0.396105,
CO000000QI,佑瑞持投资,HF000006O0,外贸信托-佑瑞持1号年年佑余8期,3428,2013-11-20,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.087,2014-11-28,0.006109,0.087,,0.022001,,,,0.043487,0.087,0.087,0.082238
CO00000058,东方红,HF00000E6X,东证资管-莞红1号,3429,2015-01-08,1.0,PL000005Y2,纪文静,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005Y2"">纪文静</a>",1.0934,2015-08-03,-0.044231,,,-0.024414,,,,0.072211,0.0869,0.181352,
CO0000013P,白石资产,HF0000093Z,白石盘古复利基金,3430,2014-06-18,1.0,PL0000033H,牟国华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000033H"">牟国华</a>",1.0869,2015-07-31,0.006389,0.083757,,0.08117,,,,0.057707,0.0869,0.079955,0.03534
CO000000QI,佑瑞持投资,HF000006PB,外贸信托-佑瑞持1号年年佑余10期,3431,2013-11-26,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0868,2014-11-28,0.00611,0.0868,,0.022005,,,,0.043495,0.0868,0.0868,0.082255
CO000000H4,东兴证券,HF00000D5I,东兴金选精质30号进取,3432,2014-12-16,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0867,2015-07-29,0.00985,,,0.031514,,,,0.069903,0.0867,0.153194,0.083342
CO000000IM,财通证券,HF000006C9,财通财聚5号A,3433,2013-10-16,1.0,PL000001GO,周志远,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">周志远</a>",1.0072,2015-07-31,0.00489,0.049552,,0.016781,,,,0.032945,0.086687,0.048651,0.038408
CO000000H4,东兴证券,HF00000C43,东兴金选兴盛10号进取,3434,2014-11-18,1.0,PL000002MO,邱世磊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MO"">邱世磊</a>",1.0865,2015-07-29,0.01051,,,0.033188,,,,0.068653,0.0865,0.132517,0.081095
CO000000Y6,日信证券,HF0000059T,日信长安1号,3435,2013-05-31,1.0,"PL000002M5,PL0000002T,PL000002QZ,PL000001AP,PL000001KW","李岩,沈涛,陈天宇,华一民,徐文峰","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002M5"">李岩</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000002T"">沈涛</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002QZ"">陈天宇</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001AP"">华一民</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001KW"">徐文峰</a>",1.0197,2015-07-31,-0.00381,0.005324,0.074107,-0.005365,,,,0.001276,0.086352,0.038967,0.003542
CO000001AU,杭州阿超投资,HF00000DV7,弘哲亿信阿超1号,3436,2014-12-29,1.0,PL0000034C,郑玲玲,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000034C"">郑玲玲</a>",1.086226,2015-08-17,-0.00496,,,-0.013137,,,,0.046333,0.086226,0.132088,0.086226
CO000000QI,佑瑞持投资,HF000006OZ,外贸信托-佑瑞持1号年年佑余9期,3437,2013-11-22,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0862,2014-11-28,0.006113,0.0862,,0.022017,,,,0.04352,0.0862,0.0862,0.082304
CO00000044,东莞证券,HF00000AR3,东莞旗峰财富8号,3438,2014-09-26,1.0,PL0000016L,周祖栋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000016L"">周祖栋</a>",1.0342,2015-08-03,0.008191,,,0.02488,,,,0.04964,0.086167,0.104272,0.058024
CO000000QI,佑瑞持投资,HF000006TD,外贸信托-佑瑞持1号年年佑余11期,3439,2013-12-02,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0861,2014-11-28,0.006021,0.0861,,0.021923,,,,0.043424,0.0861,0.094286,0.082312
CO000000QI,佑瑞持投资,HF000006TL,外贸信托-佑瑞持1号年年佑余14期,3440,2013-12-05,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.086,2014-11-28,0.006021,0.086,,0.021925,,,,0.043428,0.086,0.094176,0.08232
CO000000EL,安信证券,HF00000AR7,安信债信多利10号,3441,2014-09-18,1.0,PL000002N5,李哲,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002N5"">李哲</a>",1.0533,2015-08-03,0.00794,,,0.023811,,,,0.048262,0.085699,0.103701,0.056436
CO00000097,东海证券,HF000001WW,东海精选2号,3442,2011-05-03,1.0,"PL0000004D,PL0000010T,PL000001D7","曾祥顺,王劲松,丁颖","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000004D"">曾祥顺</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000010T"">王劲松</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D7"">丁颖</a>",1.0759,2015-08-03,-0.106943,0.498206,0.70665,-0.074668,0.673501,0.167186,,0.274777,0.0856,0.019907,0.381874
CO0000009X,西藏同信证券,HF000008R2,西藏同信同心江淮1号,3443,2014-06-18,1.0,PL000003BI,白锋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003BI"">白锋</a>",1.04,2015-08-07,0.002893,0.062165,,0.024631,,,,-0.007632,0.085533,0.07288,0.012659
CO0000005N,西南证券,HF00000FA8,西南双喜添富1号优先级,3444,2014-09-05,1.0,PL000005V2,黄浩,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005V2"">黄浩</a>",1.0854,2015-07-17,0.000461,,,0.027452,,,,0.353029,0.0854,0.103336,
CO0000005N,西南证券,HF00000FA9,西南双喜添富1号劣后级,3445,2014-09-05,1.0,PL000005V2,黄浩,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005V2"">黄浩</a>",1.0854,2015-07-17,0.000461,,,0.027452,,,,0.353029,0.0854,0.103336,
CO000000IM,财通证券,HF0000069H,财通财聚1号A,3446,2013-10-10,1.0,PL000001GO,周志远,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001GO"">周志远</a>",1.0206,2015-03-06,0.001177,0.056651,,0.010796,,,,0.026977,0.085181,0.059401,0.010796
CO000000EP,尚雅投资,HF0000016Z,平安信托-黄金优选5期16号,3447,2011-01-26,100.0,"PL0000008U,PL000000AU","常昊,石波","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000008U"">常昊</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000AU"">石波</a>",108.5,2015-08-14,0.03235,0.362381,0.314514,-0.203494,0.51621,0.223086,,0.080247,0.085,0.017959,0.172466
CO000000C6,山西证券,HF00000FB6,山西稳健收益17号次级,3448,2015-01-08,1.0,PL000002LO,宋敏林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002LO"">宋敏林</a>",1.085,2015-07-31,0.010242,,,0.036294,,,,0.074257,0.085,0.177225,
CO000003G0,德佳瑞,HF00000S2E,招商汇智之德佳瑞,3449,2015-04-13,1.0,PL000005ST,唐咸德,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005ST"">唐咸德</a>",1.0847,2015-08-17,0.01317,,,-0.161293,,,,,0.0847,0.27623,
CO000000QI,佑瑞持投资,HF000007A7,外贸信托-佑瑞持1号年年佑余18期,3450,2014-01-17,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0843,2015-01-23,0.007901,0.080841,,0.012607,,,,0.035032,0.0843,0.0843,0.007901
CO000000QH,鹏扬投资,HF000006KB,外贸信托-鹏扬3期安享1号,3451,2013-11-06,1.0,PL000000V7,杨爱斌,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000V7"">杨爱斌</a>",1.0843,2014-11-07,0.001385,0.087672,,0.024955,,,,0.048747,0.0843,0.0843,0.087999
CO000000QH,鹏扬投资,HF000006KA,外贸信托-鹏扬3期安享2号,3452,2013-11-06,1.0,PL000000V7,杨爱斌,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000V7"">杨爱斌</a>",1.0843,2014-11-07,0.001385,0.087672,,0.024955,,,,0.048747,0.0843,0.0843,0.087999
CO000001JE,昆仑鼎信投资,HF00000DQB,昆仑鼎信绝对收益1号,3453,2014-12-24,1.0,PL00000633,方伟宁,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000633"">方伟宁</a>",1.084,2015-08-14,0.109178,,,-0.09629,,,,0.079144,0.084,0.12861,0.084108
CO000000BF,国泰君安资产,HF00000DIS,国泰君安君享质押易一号次级,3454,2014-12-25,1.0,PL0000050Q,张振华,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000050Q"">张振华</a>",1.085,2015-08-03,0.010252,,,0.030418,,,,,0.084,0.148286,0.084
CO000001BJ,唐印投资,HF000007XN,全球套利8号,3455,2014-03-03,1.0,"PL00000355,PL0000035H","黄磊,丘鸿斌","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000355"">黄磊</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000035H"">丘鸿斌</a>",1.084,2014-06-06,0.063788,,,0.080758,,,,,0.084,0.380757,
CO00000AKC,朴晟投资,HF00000VAY,中融信托-鸿鲁木秀-第06期(朴晟1期),3456,2015-04-03,1.0,PL000006ZS,叶鑫,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006ZS"">叶鑫</a>",1.0839,2015-08-07,0.027978,,,-0.04687,,,,,0.0839,0.273408,
CO00000044,东莞证券,HF00000HXK,东莞旗峰财富15号B,3457,2015-04-27,1.0,PL000001B4,莫景成,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001B4"">莫景成</a>",1.0838,2015-08-03,0.0838,,,0.0838,,,,,0.0838,0.379738,
CO0000094G,嘉沣基金,HF00000W0A,嘉沣基金,3458,2015-06-16,1.0,PL0000073S,邓武,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000073S"">邓武</a>",1.08345,2015-08-17,-0.000184,,,,,,,,0.08345,0.617533,
CO00000396,冲和投资,HF00000E2K,冲和投资1号,3459,2015-01-30,1.0,PL0000077F,吴转普,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000077F"">吴转普</a>",1.083251,2015-08-17,-0.101671,,,0.079065,,,,0.084328,0.083251,0.146927,
CO00000058,东方红,HF00000G71,东方红新公益,3460,2015-04-01,1.0,PL000002ZC,钱思佳,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002ZC"">钱思佳</a>",1.1131,2015-08-03,-0.069416,,,-0.011769,,,,,0.0832,0.376685,
CO0000006L,长江证券,HF00000FYM,长江超越理财琴台1号,3461,2015-03-25,1.0,PL000003G3,宋振,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003G3"">宋振</a>",1.0441,2015-08-03,-0.075301,,,-0.094019,,,,,0.0831,0.270591,
CO000003CV,泊通投资,HF00000SX6,泊通泊岸1号,3462,2015-05-18,1.0,PL000005NY,卢洋,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000005NY"">卢洋</a>",1.083,2015-08-13,0.023629,,,0.083,,,,,0.083,0.375669,
CO000001R6,鲁创投资,HF00000CLQ,鲁创投资-泰和1号,3463,2014-11-28,1.0,PL000003LP,戴鲁宁,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003LP"">戴鲁宁</a>",1.083,2015-08-07,0.0,,,0.079761,,,,0.030447,0.083,0.11217,0.064897
CO0000023J,芮泰投资,HF00000H9P,芮泰投资郎廊投资基金,3464,2015-04-01,1.0,PL000004DY,冯伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000004DY"">冯伟</a>",1.083,2015-08-14,0.075472,,,,,,,,0.083,0.270239,
CO000000C6,山西证券,HF00000BQK,山西稳健优选13号次级,3465,2014-11-12,1.0,PL000001EM,王晓峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001EM"">王晓峰</a>",1.083,2015-08-14,0.003707,,,0.021698,,,,0.048403,0.083,0.11217,0.065945
CO0000001A,从容投资,HF000001FZ,中信信托-得利宝至尊13号,3466,2010-12-22,1.0,PL000000CG,吕俊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000CG"">吕俊</a>",1.0829,2015-02-06,0.028297,0.210485,0.202955,0.152266,0.334442,0.107033,,0.259625,0.0829,0.019298,0.169186
CO000000EP,尚雅投资,HF0000016V,平安信托-黄金优选5期9号,3467,2011-01-26,100.0,"PL0000008U,PL000000AU","常昊,石波","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000008U"">常昊</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000AU"">石波</a>",108.26,2015-08-14,0.033903,0.360221,0.311289,-0.211909,0.5118,0.220381,,0.073369,0.0826,0.017467,0.166721
CO000000QI,佑瑞持投资,HF000007A8,外贸信托-佑瑞持1号年年佑余19期,3468,2014-01-24,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0825,2015-01-30,0.008572,0.081527,,0.013292,,,,0.035687,0.0825,0.0825,0.008572
CO0000020F,元普投资,HF00000WPP,元普璞玉1号,3469,2015-04-22,1.0,"PL000006DM,PL0000075U","张强,黄玉","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006DM"">张强</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000075U"">黄玉</a>",1.0821,2015-08-14,-0.010968,,,0.010458,,,,,0.0821,0.267075,
CO000000CM,翼虎投资,HF00000CYX,翼虎量化对冲绝对收益2号,3470,2014-10-16,1.0,PL000000DW,余定恒,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000DW"">余定恒</a>",1.082,2015-05-18,0.021719,,,0.047435,,,,0.084168,0.082,0.144657,0.050485
CO000003TB,宜灵巴巴资产,HF00000U5N,国金1088全光谱量化对冲1号,3471,2015-04-22,1.0,PL0000076Z,谭小龙,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000076Z"">谭小龙</a>",1.082,2015-08-07,0.000277,,,0.077582,,,,,0.082,0.266723,
CO000000GK,神农投资,HF00000FKD,神农价值精选1号,3472,2015-02-17,1.0,PL00000073,陈宇,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000073"">陈宇</a>",1.082,2015-08-14,0.033429,,,-0.203826,,,,0.082,0.082,0.170724,
CO00000097,东海证券,HF00000AKV,东海翔龙7号第2期(A0D013),3473,2014-09-01,1.0,PL0000010V,刘俊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000010V"">刘俊</a>",1.082,2015-07-31,0.006418,,,0.021429,,,,0.043294,0.082,0.09919,0.049568
CO000000QI,佑瑞持投资,HF00000716,外贸信托-佑瑞持1号年年佑余12期,3474,2013-12-24,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0819,2014-12-31,-0.001385,0.080819,,0.013679,,,,0.034025,0.0819,0.0819,0.080819
CO00000097,东海证券,HF000009BM,东海海盈1号劣后级,3475,2014-07-31,1.0,PL000003J3,何斌,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003J3"">何斌</a>",1.0817,2015-07-31,0.078035,0.0817,,-0.185773,,,,,0.0817,0.0817,
CO000000NG,鸿鼎资本,HF00000258,鸿鼎永富1期,3476,2011-11-01,1.0,PL000000SD,沈伟光,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000SD"">沈伟光</a>",1.0817,2012-10-19,-0.0194,0.0817,,0.006513,,,,0.048159,0.0817,0.08945,0.075569
CO000000E9,财富证券,HF00000AJ5,财富惠丰1号A类,3477,2014-09-04,1.0,PL000000ZN,张伟,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000ZN"">张伟</a>",1.0816,2015-07-31,0.007076,,,0.021437,,,,0.043311,0.0816,0.098702,0.050811
CO000001EX,汇德丰投资,HF000008EU,云南信托-套利通1号(第五十三期)(汇德丰),3478,2014-05-14,1.0,"PL000003DZ,PL000003E0","邱博京,陈斌","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003DZ"">邱博京</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003E0"">陈斌</a>",1.0815,2014-12-31,-0.035838,,,-0.00341,,,,0.07196,0.0815,0.14375,
CO00000097,东海证券,HF00000B4C,东海翔龙7号第1期(A0D012),3479,2014-09-01,1.0,PL0000010V,刘俊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000010V"">刘俊</a>",1.0815,2015-07-31,0.006421,,,0.021439,,,,0.043214,0.0815,0.09858,0.049491
CO0000007Q,国都证券,HF000006FA,国都安心得利优先级,3480,2013-10-28,1.0,"PL0000011W,PL0000011Z","姚小军,吴燕","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000011W"">姚小军</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000011Z"">吴燕</a>",1.0558,2015-08-14,0.015095,0.02475,,-0.093112,,,,0.001041,0.081345,0.043581,0.025445
CO000000QI,佑瑞持投资,HF0000072O,外贸信托-佑瑞持1号年年佑余13期,3481,2013-12-26,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0811,2014-12-31,-0.001386,0.080884,,0.01369,,,,0.034051,0.0811,0.0811,0.080884
CO000001FT,宽腾投资,HF00000CQ5,宽腾摩羯,3482,2014-10-24,1.0,PL000003GB,胡逸能,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003GB"">胡逸能</a>",1.0809,2015-04-30,0.001761,,,0.02796,,,,0.0809,0.0809,0.168345,0.056495
,,HF000008S8,套利对冲233053,3483,2014-01-02,1.0,PL000003E4,王涛,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003E4"">王涛</a>",1.080833,2015-08-17,0.0,-0.146133,,0.0,,,,-0.271826,0.080833,0.050319,-0.146133
CO0000004Y,新时代证券,HF000005LD,新时代新财富3号A,3484,2013-06-03,1.0,"PL000002MI,PL000002PG","王欢,王一勤","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MI"">王欢</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002PG"">王一勤</a>",1.01,2015-07-31,0.004975,-0.007859,,-0.04717,,,,-0.032567,0.0807,0.037955,-0.026975
CO000000QI,佑瑞持投资,HF000007IM,外贸信托-佑瑞持1号年年佑余20期,3485,2014-02-10,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0807,2015-02-06,0.001576,0.070954,,0.008774,,,,0.030907,0.0807,0.0807,0.010094
CO0000004Y,新时代证券,HF00000TTW,新时代新财富18号B,3486,2015-05-27,1.0,PL000002MI,王一勤,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000002MI"">王一勤</a>",1.0806,2015-07-31,0.073835,,,,,,,,0.0806,0.592171,
CO000000X5,合晟资产,HF00000ELJ,合晟27号,3487,2015-02-03,1.0,PL00000193,胡远川,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL00000193"">胡远川</a>",1.0806,2015-08-14,0.007083,,,0.02514,,,,0.066522,0.0806,0.167696,
CO00000187,鑫厚投资,HF00000SN3,鑫厚5号B类,3488,2015-04-09,1.0,PL000003AN,彭胜明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003AN"">彭胜明</a>",1.0803,2015-08-07,0.008683,,,0.04015,,,,,0.0803,0.260762,
CO000003AS,臣君(北京)资产,HF00000H4E,泰山1号投资基金,3489,2015-01-16,1.0,PL000006RZ,,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006RZ""></a>",0.887,2015-08-07,-0.018806,,,-0.127473,,,,,0.080188,0.141373,
CO000000QI,佑瑞持投资,HF000006GQ,外贸信托-佑瑞持1号年年佑余5期,3490,2013-10-29,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.0801,2014-11-07,0.002971,0.082265,,0.018866,,,,0.040258,0.0801,0.073717,0.079021
CO000000AG,恒运盛投资,HF000000GV,华润信托-银信宝,3491,2008-01-04,100.0,PL000000BT,张安东,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000BT"">张安东</a>",107.97,2015-07-31,-0.058675,0.440753,0.604547,-0.026508,0.845957,0.315745,0.291971,0.128331,0.0797,0.010277,0.097331
CO000000OF,华安证券,HF000004EI,华安理财富赢1号A类,3492,2013-02-05,1.0,"PL0000013U,PL0000013W","王欣,胡学刚","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000013U"">王欣</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000013W"">胡学刚</a>",1.0035,2015-08-14,0.002899,-0.003173,0.043192,-0.003177,,,,0.000203,0.079537,0.031086,-0.011131
CO000000EA,国元证券,HF0000056Q,国元美好中国2号普通级,3493,2013-05-28,1.0,PL000000C9,汪开明,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000C9"">汪开明</a>",1.0113,2015-05-29,0.004868,0.015301,0.079497,0.000296,,,,0.000592,0.079497,0.038988,0.010087
CO000000HV,世纪证券,HF00000AY2,世纪鸿丰次级,3494,2014-10-20,1.0,PL000003WF,蒋青峰,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003WF"">蒋青峰</a>",1.0777,2015-08-03,0.031143,,,-0.009725,,,,-0.016313,0.0794,0.107244,-0.006443
CO000000Y4,华鑫证券,HF000008IP,华鑫鑫财富智享5号,3495,2014-04-15,1.0,PL000001H8,黄凯,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001H8"">黄凯</a>",1.0339,2015-07-10,0.001162,0.05932,,0.011446,,,,0.026407,0.079341,0.062985,0.031939
CO000001EM,东方平昇,HF00000APR,中融信托-东方平昇B号,3496,2014-09-26,1.0,"PL0000032W,PL000003CA","宋建华,郑志平","<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000032W"">宋建华</a>, <a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000003CA"">郑志平</a>",1.0792,2015-07-31,-0.255827,,,-0.321386,,,,0.019075,0.0792,0.095777,0.037992
CO00000097,东海证券,HF00000AKX,东海翔龙7号第3期(A0D014),3497,2014-09-03,1.0,PL0000010V,刘俊,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL0000010V"">刘俊</a>",1.0791,2015-07-31,0.006435,,,0.021488,,,,0.043415,0.0791,0.095656,0.049708
CO000001AG,凯纳资本,HF00000SD5,凯纳荣耀基金,3498,2015-05-15,1.0,PL000006XQ,陈曦,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000006XQ"">陈曦</a>",1.079,2015-08-12,-0.00185,,,0.079,,,,,0.079,0.355457,
CO000000QI,佑瑞持投资,HF0000074S,外贸信托-佑瑞持1号年年佑余16期,3499,2014-01-03,1.0,PL000001D2,王林,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000001D2"">王林</a>",1.079,2014-12-31,-0.001388,0.079,,0.013621,,,,0.033921,0.079,0.086484,0.079
CO000000CM,翼虎投资,HF00000C3L,翼虎量化对冲绝对收益1号,3500,2014-10-08,1.0,PL000000DW,余定恒,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000000DW"">余定恒</a>",1.079,2015-05-18,0.020814,,,0.040501,,,,0.083333,0.079,0.12081,0.048591
CO000002H1,吉虎投资,HF00000WOC,吉虎2号,3501,2015-04-17,1.0,PL000004QV,严强,"<a class=""fblue"" target=""_blank"" href=""http://dc.simuwang.com/?mod=manager&manager_id=PL000004QV"">严强</a>",1.079,2015-07-24,0.02178,,,0.079,,,,,0.079,0.355457,
